rating,text
4,"모녀 여행 중 제주시 1박을 위해 선택한 호텔입니다. 우선 공항에서 가깝고 오픈한 지 얼만 안 된 것 같아 예약했습니다.  호텔은 대로변에 있어 접근성이 좋고 (호텔은 5~10분거리), 더군다나 공항까지 셔틀버스 운행합니다. 데스크 직원분들 매우 친절하시고 주차안내분도 친절하셔서 첫 인상이 좋았습니다. 룸은 트윈으로 했는데 생각보다 큰 방에 퀸 사이즈가 2개여서  ㅋㅋㅋㅋ 대만족이었습니다. 스타일러가 있어서 여행 중 입었던 옷 다 돌렸습니다. 조식은 가짓수가 많지는 않으나 있어야 될 것은 다 있는 느낌?   근데 화장실이 조명이 너무 어둡고 내부인테리어도 어두워서 ㅋㅋㅋ 그 외의 호텔 분위기와 매우 이질적입니다. (이건 개인적인 취향인 것 같네요) 어메니티도 구비되어 있는데 향이 독특합니다. ㅋㅋㅋ 실망한 부분은 여행 시 산 과일을 먹으려고 나이프와 포크 부탁했는데 서비스가 안되더라고요..그리고 차와 커피 준비된 부분이 빈약합니다. (어느 부분은 특급호텔 표방인 것 같고 어떤 부분은 모텔인 것 같은 )  하지만 결론적으로 가성비  훌륭, 접근성 훌륭, 청결도 훌륭해서 엄마와 함께 쾌적한 시간을 보냈습니다. 감사합니다."
5,슈페리어킹룸에 하루 숙박한 후기입니다.  제주여행의 마지막날 숙박했는데요 지은지 얼마 안 된 느낌의 새 건물 이었습니다. 건물 안 인테리어는 약간 유럽 스타일이었구요 그림이나 조각들이 생각보다 많아서 놀랐어요 복도랑 객실도 그림이 전시되어 있고 전부 카펫으로 되어 있었습니다. 객실은 비슷한 등급의 다른 호텔들보다 큰 편이었고 침대는 두 명이서 자기에 충분할 정도로 정말 컸습니다. 비가 오는 날이라 비를 조금 맞았는데 객실 내에 LG 스타일러가 있어서 외투를 돌렸더니 뽀송뽀송해져서 완전 만족 합니다!! 진짜 스타일러 강추!!!! 그리고 무료셔틀 이용했는데 공항까지 한 7분 정도 걸렸습니당! 셔틀은 운행하는 시간이 정해져 있는데 미리 예약 하셔야 이용 하실 수 있어요~~  다음에 제주도 온다면 또 이용하고 싶은 호텔이네요~^^
4,시티뷰이지만 오름도 볼 수 있고 무엇보다도 교통이 훌륭하였다 다만 바로 도로가인 관계로 밤에 차량 소리가 다소 신경쓰였다
5,급하게 방문했는데 방도 깔끔하고 직원분들 모두 친절하셔서 좋았습니다~  1층 편의점도 있어서 좋았어요~ 칫솔은 챙겨야합니다 ㅎㅎ 재방문 의사 있습니다
5,"동계훈련을 신제주로 오게 되었는데̄̈,  훈련 하는동안 라마다호텔에서 편하게 잘 쉬었다̆̎ 갑니다̆̎!  가족과 연인과 함께 와도 좋을 것 같아요̆̈!  조식도 괜찮고 전체적으로 깔끔하고 편리하게 되어있네요̆̈ ◡̈⋆  사진이 너무 많아 첨부하진 못했지만, 엘리베이터 가는̆̈ 곳 쪽에 빔으로 실시간 비행기 시간을 알려줘서 너무 편하고 신기했어요̆̈! 👍"
3,"공항까지 택시10분 7000원미만의 택시비로 이동가능. 침구 및 룸상태 최상. 허나 욕실 슬리퍼없어 위생상태 염려. 카펫도 염려..많이 불편했음.  설날 조식에 떡국이 빠져있어 당황함. 간단히 떡국먹고 공항가려고 현장결재하며 들어갔는데, 넘나 당황스려운..ㅠ 중국인들 먹는 만두는 종류별로 있더구만요. 현장결재 조식 비추. 먹을게 없고, 365일 똑같은 메뉴라는 답변들음. "
5,첫 도착. 제일 첫 번째 주차 걱정 아닐까요? 친절한 할아버지들 안심시켜주시고 깔끔한 객실 컨디션 최고. 적당하고 짜지 않은 조식. 문어상 처리도 친절하고 깔끔하고 최고입니닺
5,"회사 출장차 다녀왔는데, 시설도 너무 좋고 직원들도 너무 친절해서 서울갈때마다 이용할거 같아요!! 다음에 또 들릴거 같아요"
5,프론트도친절하시고 방도깔끔하고 간혹 이벤트성 업그레이드?도 해주시고ㅎㅎ수영장도 및 부대시설도 최고입니다.그래서 항상 제주도갈때마다 롯데만갑니다
5,롯데시티호텔 제주는 비지니스 호텔이지만 가족여행객이 머무르기 손색이 없습니다. 깨끗하고 쾌적한 객실과 넓은 욕조가 겸비 되어 있고 사계절 온수풀로 무료 이용가능한 6층 야외 수영장까지 있어 중문 표선등 원거리 여행지 복귀후에도 밤 10시까지 수영장 이용이 가능합니다. 또한 시내에 있어 유명 식당 등을 방문하기 아주 편리합니다
5,"일단 공항에서 5-10분 정도 가까운 위치에 있어 너무 편리했어요 ~ 주차장도 지하 4층까지 공간이 넉넉해 주차도  편하게 할 수 있었습니다 ! 체크인할때도 직원분들이 친절히 응대해줘서 기분좋게 체크인할 수 있었어요 다른 문의사항이 없으신지 물어봐주시는 친절함에 감동했습니당 객실도 역시 롯데라는 생각이 들 정도로 깔끔하고 편안했어요ㅎㅎ 풀장도 따뜻하게 이용할 수 있어서 더 좋았구요 옆에 락타룸,샤워장이 마련되어있고 코인세탁실이있어서 정말 편리하게 이용했습니다 ! 오션뷰가 멀리 보이는 바다였지만 ㅠㅠ 야경이 끝내주네요 ~ 남자친구랑 첫 여행이였는데 덕분에 편안하고 행복한 여행이였습니당 감사합니다 ^^ 다음에도 제주를 온다면 꼭 방문하고 싶습니다 !!! ❤"
5,"이번 제주도 여행때 롯데시티제주에 2박 숙박했습니다. 체크인때 프런트 직원이 좋은 객실로 배정해 주셔서 공항에 비행기 이착륙이 보이는 객실을 받았습니다. 객실 클리닝도 깔끔하고 인테리어도 만족했습니다. 호텔에 숙박하면서 근무하시는 분들, 청소 아주머니들도 마주치면 밝게 인사 해주셔서 기분이 좋았습니다! 다음번에도 재방문 하겠습니다."
4,코로나 사태로 조심스러운 투숙이었지만 직원분들 친절하고 투숙도 만족스러웠습니다. 다만 객실내 노화된 곳이 보여서 아쉬웠습니다. 벽지도 주름지고 욕실 타일도 깨져있고 가구 코너도 곳곳이 까져 있네요.
4, 주변 중국 관광객이 항상 많은 곳에 위치해 있어서인지 사람들이 늘 북적이는 감이 없지 않습니다 전반적으로 객실 관리 상태 및 청소 상태는 뛰어난 편이며 직원들의 피드백 역시 좋은편입니다   도시 내부 관광 특화 지역에 위치해 있다보니 전반적으로 근처 카페 및 식당 가기에는 편리하지만 전반적으로 호텔 및 위치가 제주만의 고유 특색이 잘 들어나지 않는 것이 아쉽습니다 하루 이틀 제주 도시를 스테이시에는 좋은 선택이 될듯합니다
5,"짧게 다녀온 제주로 선택하게된 스테이였는데, 위치나 뭐나 매우 만족스럽고, 신라스테이는 어딜가도 동일하게 느낌이 비슷해서 더 좋은 것 같아요. 후기에서 많이 봤던 스타벅스가 없어졌다고 하셔서 가장 아쉬웠고, 번화가라 시끄럽다고 하셨지만 전 못느꼈는데 ㅠㅠㅠㅠ 아침에 청소 소리가 너무 커서 방음이 너무 아쉬웠습니다. "
4,공항과 가깝고 시설또한 좋습니다  프론트 직원분 들도 넘 친절하시구요  주변에 먹거리도 많구요  단점이라면 주차장이 부족한 것 같아요  ㅠㅠ 늦게 오심 이중주차  하셔야 합니다
5,"역시 미리미리 예약을 안해두면 꼭 트윈이다. 항상 혼자지만 침대는두개.그래도 불편한건없다. 깔끔하고 방음도 겐찮은듯. 조식을 늦게일어나 놓쳤다.그래도,일층 에서 커피와함께빵도먹었다.돈주고ㅠ.중국인관광객들이 괘 있는듯."
5,"공항과 가깝고 무료 셔틀 타고 편하게 호텔까지 왔습니다.객실에서 눈앞에 펼쳐지는 바다가 너무 멋져서 다른 관광지에 가지 않아도 힐링이 됩니다.호텔 시설도 훌륭하고, 낡은 부분이 있지만 객실도 깔끔합니다."
5,조용하고 편안한 휴식이 필요했는데  테라스에서 바로 보이는 바다와 바다가 보이는 식당에서의 맛있는 조식까지 만족스런 시간이었어요. 오래되었지만 깨끗한 룸도 넓은 욕실도 좋았고요. 연수물인 듯 물도 부드러웠어요. 어메니티는 조금 아쉬웠지만  조식과 수영장 피트니스 패키지로 이용해 잘 쉬고 왔습니다.  
4,위치도 좋았고 전망도 좋았습니다 가족이 함께이용하였는데  좁지 않고 공간이  넓어 답답하지 않았습니다 화장실공간이  넓어 좋았으나 미닫이라 조금불편했네요
4,로비를 비롯해 모든 직원분들이 친절하고 수영장을 비롯한 각종 부대시설이 좋았다 잊고 온 물건을 사는데도 편리하고 좋았음. 아침식사를 할때 바다뷰도 훌륭해서 밥맛이 더 좋음!! 로비 피아노 연주도 좋음!!
5,아이들이 2층침대를 아주 좋아했어요. 방도 쾌적하고 직원분들도 친절했습니다. 수영장도 편하게 이용했어요. 시내에서 가까운것도 좋았습니다. 로비 피아노연주도 색달랐어요. 즐거운 여행했습니다.
4,"룸타입은 기억이 안나요.. 패밀리 양실인거 같은데... 거실에 침대가 있고, 방은 한실인가봐요. 방에 침대가 있는게 나을거 같다라는 생각을 했어요. 바다 뷰라서 너무너무 예뻤어요. 동문시장도 가깝고, 서부두수산시장도 가까워서 새벽에 경매하는거 구경하기도 좋았어요. 조식도 추가 해서 먹었는데, 나쁘지는 않았어요.. 아침은 어차피 배부르게는 안먹으니까요..."
1,현재 호텔 묵고 있다 인터넷 예약할때 뷰지정할 수 없다고 돼있었는데 와보니 지정할수 있는데 안해서 오션뷰 못준단다 ㅎ  프런터에 문의하면 된다고 하는것이 없다 usb에 담아온 영화 보려고 하니깐 안되어서 문의하니 시스템상 안된단다  티브이 채널도 몇개 안된다 콘센트 플러그도 몇개 안되어서 와이프 폰 충전하는 것 빼고 내것 충전했다 결정적으로 낼 아침 콜택시 불러 달라는 것도 지금 안되고 낼 아침 다시 전화하란다 처음 경험하는 호텔이다 문의하면 된다고 하는 것이 없다 방이 널찍한 거 빼고 전 혀 장점 없는 인생 최악의 호텔이다
4,전통시장 및 시내 중심가에 가까워 주변 관광이 편리하고 바닷가에 위치하여 전망이 우수한 호텔입니다. 지어진지는 된 되었지만 비교적 시설이 깨끗하고 직원들도 친절한 편임
4,제주공항에서 가깝고 1박을 하였는데 방도 깨끗하고 직원의 친절도 좋았습니다. 특히 방이 따뜻하여 다음에 한번더 가볼 예정입니다.
4,"여름휴가때 가족들과 함께 코너스위트룸에 묶었습니다~ 공항 근처이고 동문시장이 가까워서 좋았어요~ 오션뷰가 너무 좋았는데 유리창은 엄청 깨끗하지 않았어요 ㅜㅜ 그래도 불편함 없이 지냈습니다~! 코너스위트는 캠핑 패키지로 캠핑 테이블세트, 작은 텐트가 있었는데요~ 아이들이 좋아할 것 같더라구요! 저희는 4식구였는데 침대 방은 에어컨이 구비되어 있었는데 작은방에는 에어컨이 없어서 거실 텐트에서 잤습니다~ 매트도 깔려있고 시원해서 더 좋았어요~ 조식도 맛있었습니다~! 바다뷰 자리에서 조식 드시려면 조금 일찍 가셔야 할 것 같아요~ 저희가 갔을 때에는 옆에 탑동공원? 쪽에 프리마켓과 공연이 매일 저녁 열려서 이틀동안 재미있게 구경했어요~^^ "
3,동문시장에 가서 식사나  쇼핑 등을 하려면 이 호텔을 이용하면 좋다. 관덕정 정문 앞에 위치하며 시장은 도보로 5-10분 소요된다. 호텔 뒷편으로 해장국집을 이용할 수 있다.
5,가격대비에  엄청깨끗하고 시설도 좋아요 !!! 조용해서 좋네요! 직원분도 친절하구요 공항에서도  가깝고 동문시장에서도 가까워서 좋아요!
4,"시설은 좀 오래 되었지만 동문시장, 서문시장 도보 10분거리이고 공항에서도 가깝습니다. 제주 목관아 맞은편에 위치하고 있어서 슬슬 마실삼아 다녀오심도 좋을듯해요."
5,우선 호텔 위치가 공항에서 가깝고요   방도 업그레이드 해줬습니다. 별관에서 본관으로 .  관덕정 바로 맞은편 앞에 위치 하고요 .  동문시장 걸어서 갈수도있습니다.  건물은 조금 그렇지만 안에는 최신시설이고 깔끔합니다.  그리고 그린환경(?) 그런것때문인거 같은데  욕실 어메니티는 없습니다. 별도로 준비해야 하고요 .  조식도 갠찮았습니다.
3,공항에서 10분정도의 대중교통으로 이동이 가능한곳으로 근처에 동문시장등 재래시장이 있어서 저렴하게 싱싱한 회를 구매할수 있네요 호텔은 심플하고 깔끔하며 직원분들은 매우 친절하지만 욕실비품은 별도로 구매해야하고 트윈침대밖에 없네요
5,"스탠다드 트윈에 묵었고 10층 높이와 욕조가 있는 점이 좋았다. 한라산 다녀와서 욕조에 노곤노곤 몸 담그기 좋았고, 시장이나 버스 터미널과도 가깝다"
5,저렴하고 깔끔합니다. 직원들도 친절하고 좋았습니다. 온돌룸이 있어서 좋았습니다. 공항에서 가까워서 늦은저녁 차를 렌트하고 가기에 좋았습니다.
5,깔끔하고 친절함  유일한 단점은 세면대 물이 잘 안빠지는 것과 치약 칫솔은 제공되지 않는 것임  생수 2병 무료제공됨  다음에 재방문 의사있음 ^^ 
5,공항에서 환승없이 곧바로 올 수 있습니다. '동광양'정류장에서 내리자마자 호텔입니다. 번화가인 시청 근처에 있어 편리하고 객실도 깔끔했습니다. 비지니스급인데 작지만 객실에 욕조가 있어서 지친 몸을 풀어줄 수 있었습니다. 운 좋게도 바다가 보이는 객실에 투숙했는데 여기서 바다가 보일 줄은 기대하고 있지 않던 터라 좋았습니다.
4,"제주시청 근처에 위치해서 교통이 이용하기 쉽고, 뷰가 너무 좋았다 객실도 깨끗하고 스텝들도 친절했다. 다시 이용하고싶은곳이다."
3, 위치 좋고 시설 좋습니다 주차장이 조금 협소하지만 나쁘지 않구요 하지만 세면도구를 준다고 해서 칫솔을 두고갔는데 정말 '세면'도구만 줍니다 칫솔 치약 샀습니다. 샤워할때 거품타월도 없네요
5,1. 화장대가 있는 호텔 거울도 크고 호텔에서 화장대를 본 곳은 많지 않다. 2. 객실에 있는 쇼파는 최고의 조합 3. 조식이 금액대비 아주 좋다. 4. 호텔 내 주차공간이 많지는 않으나 바로 옆 공터가 있다
4,"태풍중에 숙박하였는데, 직원분들도 친절하고 룸컨디션도 깨끗하고 좋았습니다. 지하주차장 공간은 1개층이라서 조금 부족한듯 합니다.  약간 아쉬운 점이라면, 호텔 주변에 딱히 놀거리나 먹을거리는 부족한듯 합니다."
5,마지막 날 오후 한시 비행기라서 공항 근처 호텔 알아보다가 사진 보고 예약했는데 결론적으로는 가성비 짱! 가격도 저렴하고 공항도 가깝고 동문시장과도 가깝고 주차도 넓고 좋아요. 무엇보다 사우나가 짱
4,부모님과 할머니를 모시고 제주도에 갔습니다  계획은 1박 2일로 잡아서 시간이 좀 빠듯해서 숙소를 어디로 정할지 고민을 했습니다 그런데 많은 리뷰를 보고 이 호텔로 선택하게 되었습니다 우선 공항과 가까웠고 큰 길가에 자리하고 있어 찾기 쉬웠습니다 하지만 차를 주차하려면 골목길로 돌아 들어가는 점이 조금 불편했습니다 하지만 숙소로 들어갔을 때는 생각보다 넓었고 물론 뷰는 비행기가 이륙하고 착륙하는 모습만 보이고 그냥 일반적인 시내 모습이 보입니다  그리고 대욕장과 헬스장 등의 부대시설이 만족스러웠습니다 물론 무료는 아니었지만 가격대비 나쁘지 않았습니다 저희 부모님들과 할머니들은 만족스러워했습니다 다시 제주도에 가면 숙소로 고려해볼 생각입니다
3,"이 정도면 위치도 좋고 충분히 괜찮았습니다. 공항도 가깝고 주위에 편의점, 식당 등도 엄청 많습니다. 다음에도 기회가 되면 다시 선택할 수 있을 정도"
3,위치는 공항에서 렌터카로 5분정도 거리여서 가까웠다. 주차장은 건물 입구 반대쪽에 있고 suv차량은 주차위치가 한정되어 있다. 단체손님이 많이 이용하는 것 같아 체크인 시 혼잡함이 있었다..12층에서 4인이 묵었는데  더블침대 2개였고 침대를 제외한 여유 공간은 많지 않다. 전망은 길 반대편에 다른 호텔 건물이 있어서 한라산이 보이지는 않는다. 도심임에도 불구하고 방에서 소음은 거의 없었다.그리고 주변에 식당이 많은 점은 괜찮았다.
4,세명이서 묵을수 있는 트리플룸이였다. 도착할때 로비에 중국인 완전 많아서 단점이다. 숙박전날 저녁에 예약했는데 방이 남아서 예약할수 있었다.
3,솔직히 잘 모르겠다. 지은지 별로 안된 듯해서 깨끗해 보이긴 한데... 투숙 자체를 계획을 가지고 한 게 아니라 아는 지인이 해준거라. 그것도 바로 당일날. 어떠한 정보도 없이 이틀을 잔 거라 모르겠다. 조식은안했다. 아이랑 둘이만 간 거라 아침엔 그냥 햇반과 지인이 싸준 장조림을 아이에게 줬다. 근데... 전자 레인지가 식당에 가야만 있다. 직원에게 부탁해서 데워달라고 해야함. 뭐 그럴수도... 주변은 별로다 특히 주차는 헬이다. 어떻게 이렇게 지하주차장을 만들었나 싶은.... 적당한 중급 가격인지라 적당히 중국인도 많다. 또 세미나나 이런 걸로 온 한국인도... 말 그대로 잠만 잤다. 그래도 근처가 나름 제주의 번화가라 유명 제과점이 있어 편했다. 공항도 가깝고. 버스로... 4정거장인가 그렇단다. 물론 택시를 탔지만.
2,비지니스 출장차 현재 1박 투숙중입니다. 모기가 너무나도많습니다 제가잡은것만해도 20마리가량. 방안에 에프킬라가 비치되어있어 계속뿌리고 잡고하는데에도.. 방안 찬장 화장실 천장 곳곳에 모기가 너무나도 많습니다... 호텔측은 벌레 관리는 별도로 신경쓰지 않는지요?...
4,제주 공항에서 기본 요금 거리에 있고 큰 도로가에 있어서 쉽게 찾을 수 있는 호텔이다. 주차장은 호텔 앞 큰 도로를 건너편에 있는데 체크인 할 때 차 번호를 불러주면 무료 주차할 수 있다. 객실은 아주 깔끔하게 청소해놓았다. 조식은 샐러드와 간단한 음식들로 구성되어있는데 전복죽은 정말 맛있었다.
5,직원분들 우선 정말 친절하세요~저번에 머물렀을 때 핸드폰 충전기도 안가져 갔는데 빌려주시고 빠른 대응도 훌륭하구요 제주 올 일이 많아 11월부터 지금까지 4번째 방문입니다~~부모님도 너무 좋아하세요 강추합니다
5,"비지니스 출장. 공항에서 가깝지만, 교통은 다소불편. 피트니스센터는 공사중. 숙면할수있는 편안한 침대. 다소좁은 감은 있지만, 가성비 갑. 조식도 무난합니다."
5,"친절한 직원분들, 삶에서 노력과 지불한 비용보다 더 좋은 것을 얻기는 힘들지만, 충분히 그보다 좋다고 느낄 수 있었던 몇 안되는 경험 ^^  스위트룸에서 경험한 깨끗하고 넓은 공간. 로맨틱한 분위기의 독립된 북유럽풍 욕조와 욕실룸 (통유리로 커튼이 바깥에서 여닫게 되있어 묘한 느낌의 제일 좋았던 공간) 또 다른 공간에 설치된 모던 유럽풍의 세면대와 입식 샤워룸 & 깔끔한 비데가 있는.... 그리고 넓은 공간을 효율적으로 나누어 편안한 쇼파에서도 안락하고 폭 잠기는 따뜻한 침대에서 볼 수 있는 커다란 60인치 삼성 LED TV.   다음날 눈내린 제주를 만끽할 수 있도록 편안함을 제공한 호텔.  다음 제주 여정에도 꼭 들릴 예정입니다."
5,일단 시설이 굉장히 깨끗하구 직원분들 모두가 다 친절하세요^^ 조식도 저렴한데 퀄리티가 좋더라구요 저희는 어린아가 둘이랑 와서 바닥이 카펫인게 좀 불편했지만 비지니스목적이나 커플끼리는 딱입니다~
5,"제주공항에서 쭉 직진 운전만 하다보면 나오는 숙소입니다. 주차장은 협소하지만 인근 공영주차장 같은 곳에 주차하면 되니 괜찮습니다. 소음은 잘 잡아줍니다. 옆에 애기가 있는 투숙객이 있었는데 소음이 들리지 않아서 좋았어요. 무선인터넷도 되구요, 근처에 편의점도 있어서 필요한 것이 있으면 추가로 구매하기도 좋습니다."
5,제주도가족여행을갑자기떠나게되서전날 항공예약하고 급숙소정하다가 첫날은 저녁비행기9시도착이라공항가까운곳자리있는데우연히찾다가급결제했는데알고보니 우리가족이자기좁은방을예약해버린상황이었는데도우리상황을아시고룸도업시켜주시고트원침대도붙여서같이잘수있게도와주시고생각지도않게너무고맙고감사한호텔 직원들의세심함이감사함 호텔도화장실도좋고생각한것보다맘에들고편했음 아침제공시에도 어린애들이있는데잘챙겨주시고 괜찮았음 시작이좋아서 계속좋은추억만들고왔습니다
4,가는비행기가 7시비행기여서 잠만자려고 묵었는데 생각보다 괜찮았구요 공항하고 엄청가까워서 좋습니다~!! 그리고 이벤트해서 맥주2잔 무료쿠폰도받고 네일도있더군요~~!!다좋았는데 화장실이 너무추워서 혼났습니다ㅠㅠ그래도괜찮았습니다~~~
5,"공항근처에 있어서 비행기 시간과 맞추기 정말 편리했고 4성급 호텔이었으나 직원분들의 친절함과 호텔의 전체적인 분위기는 5성급 못지않게 아름다웠습니다. 객실의 크기와 룸서비스 , 직원분들의 서비스 정신 모두 만족스러우며 좋은 추억을 남기고 와서 즐거웠습니다."
4,공항과 가까워 비행기 시간에 맞추어 이동하기가 아주 편했다. 시설도 4성 이라는 평가가 아깝지 않다는 생각을 했다. 아쉬운점은 호텔에 편의 시설이 많이 부족하다는 점이었다. 요즘호텔은 숙박뿐만아니라  여러 편의 시설을 가지고 있는데 이 호텔은 그런 시설이 부족했다. 그래도 직언 분들이 많이 친절하였기에 개인적으로는 좋았다.
1,스탠다드 패밀리 더블룸 예약했는데 도착해서 보니 변기에 이물질이 그대로 있어서 얘기하니 직원이 수건으로 닦고가서 환불했습니다
5,12월31일 오션뷰 방향의 패밀리트윈을 이용함.저렴한 숙박료와 공항에서 멀지않은 거리에 있는 숙소로 아담한 공간이나 모든것이 깨끗하고 커튼만 열면 푸른바다가 바로 눈앞에 펼치며 창을 열면 파도소리가 철썩거리며 다가오는 공간이었습니다.  아침 해뜨는 풍경을 밖을 나가지 않고도 방안에서 볼수 있으며 바로 옆의 많은 생선회 식당들은 바다의 추억을 기억하기에 너무 좋은 장소였습니다.
4,생각보다 괜찮습니다. 놀이공원 때문에 걱정하고 갔는데 늦게까지 시끄럽지는 않아요. 디너 메뉴가 저렴한 가격에 맛도 좋고 양도 많습니다. 흑돼지 전골이나 매운탕 밖에서 드시지 마시고 여기서 드세요. 다만 조식은 형편없습니다. 제주 시내 좋은 브런치 카페 많으니 거기서 드세요.
5,가성비가 정말 좋은 호텔이에요. 위치도 좋고 시설도 좋고 친절하구요. 호텔 뒤쪽으로가면 맛집들이 쭈욱 있어 식사하기에도 좋고 앞으론 바다가 있어 뷰도 참 좋아요. 수영장도 작지만 이정도면 만족스럽고 객실도 깔끔하니 좋습니다.
5,깔끔한 객실 친절한직원 좋은 위치 등 가성비 갑인 호텔이였다. 주차장 이 잘되어있어 렌트하기 좋았으며..호텔 뒤쪽으로 는 제주 올드타운 지역이라 먹거리 쇼핑 등이 용이하며 100m 안에 있는 방파제 의 횟집타운 은 싱싱한 해산물이 가득하며  제주에서 가장규모가 큰 재래시장 동문시장이 가까이에 있다. 
