LCLAS_NM,MLSFC_NM,SIGNGU_NM,AREA_POPLTN_STDIZ_FCLTY_SCORE
체육,스포츠서비스업,서울특별시 관악구,11.7733
체육,스포츠서비스업,서울특별시 서초구,46.53726
체육,스포츠서비스업,서울특별시 강남구,48.85429
체육,스포츠서비스업,서울특별시 송파구,21.61966
체육,스포츠서비스업,서울특별시 강동구,22.63
체육,스포츠서비스업,부산광역시 중구,64.14304
체육,스포츠서비스업,부산광역시 서구,15.63738
체육,스포츠서비스업,부산광역시 동구,24.03021
체육,스포츠서비스업,부산광역시 영도구,19.6241
체육,스포츠서비스업,부산광역시 부산진구,17.9473
체육,스포츠서비스업,부산광역시 동래구,20.86588
체육,스포츠서비스업,부산광역시 남구,16.47355
체육,스포츠서비스업,부산광역시 북구,11.27936
체육,스포츠서비스업,부산광역시 해운대구,22.34714
체육,스포츠서비스업,부산광역시 사하구,25.11315
체육,스포츠서비스업,부산광역시 금정구,24.67296
체육,스포츠서비스업,부산광역시 강서구,39.0946
체육,스포츠서비스업,부산광역시 연제구,20.41286
체육,스포츠서비스업,부산광역시 수영구,19.21674
체육,스포츠서비스업,부산광역시 사상구,29.27088
체육,스포츠서비스업,부산광역시 기장군,26.28116
체육,스포츠서비스업,대구광역시 중구,43.23708
체육,스포츠서비스업,대구광역시 동구,18.88169
체육,스포츠서비스업,대구광역시 서구,13.41398
체육,스포츠서비스업,대구광역시 남구,18.77395
체육,스포츠서비스업,대구광역시 북구,21.80536
체육,스포츠서비스업,대구광역시 수성구,27.82476
체육,스포츠서비스업,대구광역시 달서구,24.23431
체육,스포츠서비스업,대구광역시 달성군,15.72684
체육,스포츠서비스업,인천광역시 중구,39.18574
체육,스포츠서비스업,인천광역시 동구,14.93874
체육,스포츠서비스업,인천광역시 미추홀구,27.14987
체육,스포츠서비스업,인천광역시 연수구,18.23358
체육,스포츠서비스업,인천광역시 남동구,27.03581
체육,스포츠서비스업,인천광역시 부평구,21.42482
체육,스포츠서비스업,인천광역시 계양구,27.40061
체육,스포츠서비스업,인천광역시 서구,25.2497
체육,스포츠서비스업,인천광역시 강화군,2.5664
체육,스포츠서비스업,인천광역시 옹진군,45.88915
체육,스포츠서비스업,광주광역시 동구,34.16843
체육,스포츠서비스업,광주광역시 서구,37.08876
체육,스포츠서비스업,광주광역시 남구,21.58391
체육,스포츠서비스업,광주광역시 북구,28.80931
체육,스포츠서비스업,광주광역시 광산구,36.53023
체육,스포츠서비스업,대전광역시 동구,25.152
체육,스포츠서비스업,대전광역시 중구,25.66705
체육,스포츠서비스업,대전광역시 서구,30.78658
체육,스포츠서비스업,대전광역시 유성구,31.48083
체육,스포츠서비스업,대전광역시 대덕구,29.22862
체육,스포츠서비스업,울산광역시 중구,17.77107
체육,스포츠서비스업,울산광역시 남구,44.56067
체육,스포츠서비스업,울산광역시 동구,29.27461
체육,스포츠서비스업,울산광역시 북구,29.90743
체육,스포츠서비스업,울산광역시 울주군,37.47439
체육,스포츠서비스업,세종특별자치시 세종특별자치시,16.78645
체육,스포츠서비스업,경기도 수원시,23.76232
체육,스포츠서비스업,경기도 성남시,29.50206
체육,스포츠서비스업,경기도 의정부시,23.40891
체육,스포츠서비스업,경기도 안양시,29.5197
체육,스포츠서비스업,경기도 부천시,24.84737
체육,스포츠서비스업,경기도 광명시,15.6994
체육,스포츠서비스업,경기도 평택시,26.82015
체육,스포츠서비스업,경기도 동두천시,42.03707
체육,스포츠서비스업,경기도 안산시,31.45536
체육,스포츠서비스업,경기도 고양시,28.32727
체육,스포츠서비스업,경기도 과천시,8.55306
체육,스포츠서비스업,경기도 구리시,22.95931
체육,스포츠서비스업,경기도 남양주시,23.84847
체육,스포츠서비스업,경기도 오산시,35.69571
체육,스포츠서비스업,경기도 시흥시,25.64899
체육,스포츠서비스업,경기도 군포시,24.77429
체육,스포츠서비스업,경기도 의왕시,15.62317
체육,스포츠서비스업,경기도 하남시,25.21781
체육,스포츠서비스업,경기도 용인시,28.3545
체육,스포츠서비스업,경기도 파주시,0
체육,스포츠서비스업,경기도 이천시,44.86316
체육,스포츠서비스업,경기도 안성시,41.68807
체육,스포츠서비스업,경기도 김포시,13.48808
체육,스포츠서비스업,경기도 화성시,21.38437
체육,스포츠서비스업,경기도 광주시,39.50416
체육,스포츠서비스업,경기도 양주시,36.79617
체육,스포츠서비스업,경기도 포천시,70.65951
체육,스포츠서비스업,경기도 여주시,56.83787
체육,스포츠서비스업,경기도 연천군,7.02797
체육,스포츠서비스업,경기도 가평군,58.18043
체육,스포츠서비스업,경기도 양평군,34.17934
체육,스포츠서비스업,강원도 춘천시,46.83478
체육,스포츠서비스업,강원도 원주시,45.72267
체육,스포츠서비스업,강원도 강릉시,47.05132
체육,스포츠서비스업,강원도 동해시,42.60487
체육,스포츠서비스업,강원도 태백시,97.86016
체육,스포츠서비스업,강원도 속초시,67.882
체육,스포츠서비스업,강원도 삼척시,66.04265
체육,스포츠서비스업,강원도 홍천군,97.19898
체육,스포츠서비스업,강원도 횡성군,84.06207
체육,스포츠서비스업,강원도 영월군,49.42773
체육,스포츠서비스업,강원도 평창군,100
체육,스포츠서비스업,강원도 정선군,100
체육,스포츠서비스업,강원도 철원군,4.31851
체육,스포츠서비스업,강원도 화천군,77.61969
체육,스포츠서비스업,강원도 양구군,70.02054
체육,스포츠서비스업,강원도 인제군,70.56686
체육,스포츠서비스업,강원도 고성군,57.2107
체육,스포츠서비스업,강원도 양양군,74.83243
체육,스포츠서비스업,충청북도 청주시,35.3008
체육,스포츠서비스업,충청북도 충주시,60.72709
체육,스포츠서비스업,충청북도 제천시,44.35964
체육,스포츠서비스업,충청북도 보은군,93.72267
체육,스포츠서비스업,충청북도 옥천군,24.43916
체육,스포츠서비스업,충청북도 영동군,32.71653
체육,스포츠서비스업,충청북도 증평군,46.40715
체육,스포츠서비스업,충청북도 진천군,36.12394
체육,스포츠서비스업,충청북도 괴산군,21.88038
체육,스포츠서비스업,충청북도 음성군,51.75286
체육,스포츠서비스업,충청북도 단양군,59.06156
체육,스포츠서비스업,충청남도 천안시,33.33716
체육,스포츠서비스업,충청남도 공주시,39.89735
체육,스포츠서비스업,충청남도 보령시,51.47533
체육,스포츠서비스업,충청남도 아산시,31.78824
체육,스포츠서비스업,충청남도 서산시,42.67531
체육,스포츠서비스업,충청남도 논산시,39.56663
체육,스포츠서비스업,충청남도 계룡시,34.41313
체육,스포츠서비스업,충청남도 당진시,45.80649
체육,스포츠서비스업,충청남도 금산군,41.87873
체육,스포츠서비스업,충청남도 부여군,47.24075
체육,스포츠서비스업,충청남도 서천군,49.26194
체육,스포츠서비스업,충청남도 청양군,30.47454
체육,스포츠서비스업,충청남도 홍성군,33.00829
체육,스포츠서비스업,충청남도 예산군,48.35107
체육,스포츠서비스업,충청남도 태안군,99.52263
체육,스포츠서비스업,전라북도 전주시,45.19405
체육,스포츠서비스업,전라북도 군산시,53.60998
체육,스포츠서비스업,전라북도 익산시,56.26879
체육,스포츠서비스업,전라북도 정읍시,42.99363
체육,스포츠서비스업,전라북도 남원시,59.38939
체육,스포츠서비스업,전라북도 김제시,53.05541
체육,스포츠서비스업,전라북도 완주군,31.9065
체육,스포츠서비스업,전라북도 진안군,69.01368
체육,스포츠서비스업,전라북도 무주군,100
체육,스포츠서비스업,전라북도 장수군,71.49976
체육,스포츠서비스업,전라북도 임실군,56.99765
체육,스포츠서비스업,전라북도 순창군,71.06893
체육,스포츠서비스업,전라북도 고창군,66.89929
체육,스포츠서비스업,전라북도 부안군,70.26427
체육,스포츠서비스업,전라남도 목포시,47.04912
체육,스포츠서비스업,전라남도 여수시,58.14921
체육,스포츠서비스업,전라남도 순천시,58.70398
체육,스포츠서비스업,전라남도 나주시,53.79385
체육,스포츠서비스업,전라남도 광양시,57.38095
체육,스포츠서비스업,전라남도 담양군,40.49394
체육,스포츠서비스업,전라남도 곡성군,80.39744
체육,스포츠서비스업,전라남도 구례군,68.68477
체육,스포츠서비스업,전라남도 고흥군,49.00751
체육,스포츠서비스업,전라남도 보성군,63.53489
체육,스포츠서비스업,전라남도 화순군,62.36132
체육,스포츠서비스업,전라남도 장흥군,59.045
체육,스포츠서비스업,전라남도 강진군,60.69707
체육,스포츠서비스업,전라남도 해남군,41.33736
체육,스포츠서비스업,전라남도 영암군,92.36191
체육,스포츠서비스업,전라남도 무안군,48.4043
체육,스포츠서비스업,전라남도 함평군,47.93886
체육,스포츠서비스업,전라남도 영광군,51.61063
체육,스포츠서비스업,전라남도 장성군,37.66506
체육,스포츠서비스업,전라남도 완도군,62.0794
체육,스포츠서비스업,전라남도 진도군,64.5438
체육,스포츠서비스업,전라남도 신안군,37.44543
체육,스포츠서비스업,경상북도 포항시,44.55516
체육,스포츠서비스업,경상북도 경주시,46.51828
체육,스포츠서비스업,경상북도 김천시,31.20716
체육,스포츠서비스업,경상북도 안동시,35.24438
체육,스포츠서비스업,경상북도 구미시,34.14125
체육,스포츠서비스업,경상북도 영주시,31.63445
체육,스포츠서비스업,경상북도 영천시,32.32829
체육,스포츠서비스업,경상북도 상주시,32.36076
체육,스포츠서비스업,경상북도 문경시,32.98804
체육,스포츠서비스업,경상북도 경산시,27.19168
체육,스포츠서비스업,경상북도 군위군,28.81538
체육,스포츠서비스업,경상북도 의성군,40.6737
체육,스포츠서비스업,경상북도 청송군,33.09809
체육,스포츠서비스업,경상북도 영양군,33.54851
체육,스포츠서비스업,경상북도 영덕군,65.8145
체육,스포츠서비스업,경상북도 청도군,27.29345
체육,스포츠서비스업,경상북도 고령군,37.71269
체육,스포츠서비스업,경상북도 성주군,27.80933
체육,스포츠서비스업,경상북도 칠곡군,40.3655
체육,스포츠서비스업,경상북도 예천군,29.2888
체육,스포츠서비스업,경상북도 봉화군,16.76026
체육,스포츠서비스업,경상북도 울진군,61.74116
체육,스포츠서비스업,경상북도 울릉군,78.56751
체육,스포츠서비스업,경상남도 창원시,35.78339
체육,스포츠서비스업,경상남도 진주시,34.11911
체육,스포츠서비스업,경상남도 통영시,71.55723
체육,스포츠서비스업,경상남도 사천시,41.2407
체육,스포츠서비스업,경상남도 김해시,31.48558
체육,스포츠서비스업,경상남도 밀양시,37.82655
체육,스포츠서비스업,경상남도 거제시,43.73919
체육,스포츠서비스업,경상남도 양산시,34.57628
체육,스포츠서비스업,경상남도 의령군,85.93423
체육,스포츠서비스업,경상남도 함안군,56.20799
체육,스포츠서비스업,경상남도 창녕군,59.13421
체육,스포츠서비스업,경상남도 고성군,50.36861
체육,스포츠서비스업,경상남도 남해군,89.68996
체육,스포츠서비스업,경상남도 하동군,53.50308
체육,스포츠서비스업,경상남도 산청군,47.50167
체육,스포츠서비스업,경상남도 함양군,33.19037
체육,스포츠서비스업,경상남도 거창군,38.41707
체육,스포츠서비스업,경상남도 합천군,52.65285
체육,스포츠서비스업,제주특별자치도 제주시,67.62247
체육,스포츠서비스업,제주특별자치도 서귀포시,95.90749
휴식,공원,서울특별시 종로구,24.33974
휴식,공원,서울특별시 중구,32.58232
휴식,공원,서울특별시 용산구,18.41963
휴식,공원,서울특별시 성동구,12.30726
휴식,공원,서울특별시 광진구,8.33891
휴식,공원,서울특별시 동대문구,10.97347
휴식,공원,서울특별시 중랑구,11.94757
휴식,공원,서울특별시 성북구,4.2503
휴식,공원,서울특별시 강북구,14.23089
휴식,공원,서울특별시 도봉구,11.5954
휴식,공원,서울특별시 노원구,17.80973
휴식,공원,서울특별시 은평구,10.72428
휴식,공원,서울특별시 서대문구,15.70762
휴식,공원,서울특별시 마포구,14.06875
휴식,공원,서울특별시 양천구,11.6748
휴식,공원,서울특별시 강서구,17.76219
휴식,공원,서울특별시 구로구,9.03615
휴식,공원,서울특별시 금천구,15.33349
휴식,공원,서울특별시 영등포구,14.76403
휴식,공원,서울특별시 동작구,10.62064
휴식,공원,서울특별시 관악구,11.5522
휴식,공원,서울특별시 서초구,14.76601
휴식,공원,서울특별시 강남구,14.36454
휴식,공원,서울특별시 송파구,14.99582
휴식,공원,서울특별시 강동구,13.77562
휴식,공원,부산광역시 중구,17.84956
휴식,공원,부산광역시 서구,12.9589
휴식,공원,부산광역시 동구,9.10137
휴식,공원,부산광역시 영도구,9.7027
휴식,공원,부산광역시 부산진구,6.19229
휴식,공원,부산광역시 동래구,8.85666
휴식,공원,부산광역시 남구,11.46314
휴식,공원,부산광역시 북구,16.83016
휴식,공원,부산광역시 해운대구,11.89437
휴식,공원,부산광역시 사하구,11.16189
휴식,공원,부산광역시 금정구,13.21297
휴식,공원,부산광역시 강서구,88.74813
휴식,공원,부산광역시 연제구,7.6356
휴식,공원,부산광역시 수영구,7.22131
휴식,공원,부산광역시 사상구,14.73937
휴식,공원,부산광역시 기장군,60.16411
휴식,공원,대구광역시 중구,17.64554
휴식,공원,대구광역시 동구,27.94646
휴식,공원,대구광역시 서구,17.99095
휴식,공원,대구광역시 남구,11.27213
휴식,공원,대구광역시 북구,22.70063
휴식,공원,대구광역시 수성구,19.27499
휴식,공원,대구광역시 달서구,27.37991
휴식,공원,대구광역시 달성군,31.31649
휴식,공원,인천광역시 중구,52.51482
휴식,공원,인천광역시 동구,28.4575
휴식,공원,인천광역시 미추홀구,17.07748
휴식,공원,인천광역시 연수구,28.90171
휴식,공원,인천광역시 남동구,18.75534
휴식,공원,인천광역시 부평구,15.16977
휴식,공원,인천광역시 계양구,18.60963
휴식,공원,인천광역시 서구,27.53829
휴식,공원,인천광역시 강화군,2.32687
휴식,공원,인천광역시 옹진군,4.31561
휴식,공원,광주광역시 동구,24.47472
휴식,공원,광주광역시 서구,24.98322
휴식,공원,광주광역시 남구,29.16349
휴식,공원,광주광역시 북구,28.0291
휴식,공원,광주광역시 광산구,35.64965
휴식,공원,대전광역시 동구,20.3166
휴식,공원,대전광역시 중구,24.81533
휴식,공원,대전광역시 서구,16.044
휴식,공원,대전광역시 유성구,40.12427
휴식,공원,대전광역시 대덕구,35.56849
휴식,공원,울산광역시 중구,40.35761
휴식,공원,울산광역시 남구,27.90994
휴식,공원,울산광역시 동구,33.54723
휴식,공원,울산광역시 북구,37.70962
휴식,공원,울산광역시 울주군,53.66455
휴식,공원,세종특별자치시 세종특별자치시,45.34698
휴식,공원,경기도 수원시,19.80019
휴식,공원,경기도 성남시,27.50088
휴식,공원,경기도 의정부시,29.19149
휴식,공원,경기도 안양시,15.63441
휴식,공원,경기도 부천시,14.15983
휴식,공원,경기도 광명시,22.33772
휴식,공원,경기도 평택시,42.81066
휴식,공원,경기도 동두천시,28.16095
휴식,공원,경기도 안산시,36.47647
휴식,공원,경기도 고양시,13.96207
휴식,공원,경기도 과천시,47.97261
휴식,공원,경기도 구리시,32.61813
휴식,공원,경기도 남양주시,18.00398
휴식,공원,경기도 오산시,34.62731
휴식,공원,경기도 시흥시,29.27685
휴식,공원,경기도 군포시,38.03167
휴식,공원,경기도 의왕시,39.88292
휴식,공원,경기도 하남시,27.7045
휴식,공원,경기도 용인시,21.13916
휴식,공원,경기도 파주시,1.2027
휴식,공원,경기도 이천시,19.22874
휴식,공원,경기도 안성시,31.66143
휴식,공원,경기도 김포시,21.0593
휴식,공원,경기도 화성시,27.39853
휴식,공원,경기도 광주시,21.60578
휴식,공원,경기도 양주시,49.7281
휴식,공원,경기도 포천시,22.48267
휴식,공원,경기도 여주시,20.83355
휴식,공원,경기도 연천군,15.68048
휴식,공원,경기도 가평군,31.15157
휴식,공원,경기도 양평군,24.86311
휴식,공원,강원도 춘천시,27.65876
휴식,공원,강원도 원주시,35.31016
휴식,공원,강원도 강릉시,22.86652
휴식,공원,강원도 동해시,40.67128
휴식,공원,강원도 태백시,73.70744
휴식,공원,강원도 속초시,32.94484
휴식,공원,강원도 삼척시,30.46814
휴식,공원,강원도 홍천군,31.53518
휴식,공원,강원도 횡성군,42.30536
휴식,공원,강원도 영월군,42.18021
휴식,공원,강원도 평창군,69.74737
휴식,공원,강원도 정선군,63.33623
휴식,공원,강원도 철원군,0
휴식,공원,강원도 화천군,33.61887
휴식,공원,강원도 양구군,49.29653
휴식,공원,강원도 인제군,81.15117
휴식,공원,강원도 고성군,23.69898
휴식,공원,강원도 양양군,95.69097
휴식,공원,충청북도 청주시,33.45448
휴식,공원,충청북도 충주시,44.12579
휴식,공원,충청북도 제천시,38.17719
휴식,공원,충청북도 보은군,59.38901
휴식,공원,충청북도 옥천군,47.61365
휴식,공원,충청북도 영동군,25.28937
휴식,공원,충청북도 증평군,54.52677
휴식,공원,충청북도 진천군,39.23793
휴식,공원,충청북도 괴산군,65.51603
휴식,공원,충청북도 음성군,72.38567
휴식,공원,충청북도 단양군,100
휴식,공원,충청남도 천안시,28.66095
휴식,공원,충청남도 공주시,57.89865
휴식,공원,충청남도 보령시,43.60155
휴식,공원,충청남도 아산시,31.67829
휴식,공원,충청남도 서산시,37.02775
휴식,공원,충청남도 논산시,67.7661
휴식,공원,충청남도 계룡시,31.51364
휴식,공원,충청남도 당진시,60.60183
휴식,공원,충청남도 금산군,44.41444
휴식,공원,충청남도 부여군,36.68759
휴식,공원,충청남도 서천군,37.49757
휴식,공원,충청남도 청양군,25.50627
휴식,공원,충청남도 홍성군,50.79472
휴식,공원,충청남도 예산군,45.05189
휴식,공원,충청남도 태안군,22.99577
휴식,공원,전라북도 전주시,29.41923
휴식,공원,전라북도 군산시,39.10643
휴식,공원,전라북도 익산시,38.21929
휴식,공원,전라북도 정읍시,30.95672
휴식,공원,전라북도 남원시,39.07396
휴식,공원,전라북도 김제시,65.35501
휴식,공원,전라북도 완주군,81.12619
휴식,공원,전라북도 진안군,64.14827
휴식,공원,전라북도 무주군,100
휴식,공원,전라북도 장수군,24.69472
휴식,공원,전라북도 임실군,47.65221
휴식,공원,전라북도 순창군,35.73564
휴식,공원,전라북도 고창군,55.01329
휴식,공원,전라북도 부안군,77.74679
휴식,공원,전라남도 목포시,45.92696
휴식,공원,전라남도 여수시,52.45638
휴식,공원,전라남도 순천시,45.05789
휴식,공원,전라남도 나주시,63.57693
휴식,공원,전라남도 광양시,64.91738
휴식,공원,전라남도 담양군,100
휴식,공원,전라남도 곡성군,66.12475
휴식,공원,전라남도 구례군,79.90715
휴식,공원,전라남도 고흥군,49.04998
휴식,공원,전라남도 보성군,34.47194
휴식,공원,전라남도 화순군,52.47371
휴식,공원,전라남도 장흥군,29.96852
휴식,공원,전라남도 강진군,40.30445
휴식,공원,전라남도 해남군,76.01953
휴식,공원,전라남도 영암군,65.01548
휴식,공원,전라남도 무안군,33.80882
휴식,공원,전라남도 함평군,60.72885
휴식,공원,전라남도 영광군,30.7532
휴식,공원,전라남도 장성군,100
휴식,공원,전라남도 완도군,40.38899
휴식,공원,전라남도 진도군,33.66211
휴식,공원,전라남도 신안군,44.3497
휴식,공원,경상북도 포항시,37.4704
휴식,공원,경상북도 경주시,43.69308
휴식,공원,경상북도 김천시,32.61451
휴식,공원,경상북도 안동시,49.36396
휴식,공원,경상북도 구미시,45.40483
휴식,공원,경상북도 영주시,52.00469
휴식,공원,경상북도 영천시,36.174
휴식,공원,경상북도 상주시,53.53102
휴식,공원,경상북도 문경시,57.86575
휴식,공원,경상북도 경산시,43.54989
휴식,공원,경상북도 군위군,75.11266
휴식,공원,경상북도 의성군,42.57614
휴식,공원,경상북도 청송군,63.03466
휴식,공원,경상북도 영양군,58.25915
휴식,공원,경상북도 영덕군,62.59853
휴식,공원,경상북도 청도군,35.93517
휴식,공원,경상북도 고령군,61.62071
휴식,공원,경상북도 성주군,52.635
휴식,공원,경상북도 칠곡군,57.29922
휴식,공원,경상북도 예천군,49.14984
휴식,공원,경상북도 봉화군,37.28667
휴식,공원,경상북도 울진군,41.83537
휴식,공원,경상북도 울릉군,71.19147
휴식,공원,경상남도 창원시,28.67866
휴식,공원,경상남도 진주시,36.13923
휴식,공원,경상남도 통영시,59.17084
휴식,공원,경상남도 사천시,72.2511
휴식,공원,경상남도 김해시,41.27798
휴식,공원,경상남도 밀양시,51.70469
휴식,공원,경상남도 거제시,35.61306
휴식,공원,경상남도 양산시,50.45948
휴식,공원,경상남도 의령군,99.09029
휴식,공원,경상남도 함안군,52.97792
휴식,공원,경상남도 창녕군,80.72968
휴식,공원,경상남도 고성군,64.99179
휴식,공원,경상남도 남해군,68.72988
휴식,공원,경상남도 하동군,38.27778
휴식,공원,경상남도 산청군,77.98602
휴식,공원,경상남도 함양군,62.01474
휴식,공원,경상남도 거창군,26.30021
휴식,공원,경상남도 합천군,65.69841
휴식,공원,제주특별자치도 제주시,41.73969
휴식,공원,제주특별자치도 서귀포시,40.01548
휴식,관광지,서울특별시 종로구,56.11411
휴식,관광지,서울특별시 중구,1.74494
휴식,관광지,서울특별시 용산구,0.96115
휴식,관광지,서울특별시 성동구,0.74788
휴식,관광지,서울특별시 광진구,1.86851
휴식,관광지,서울특별시 동대문구,0.9364
휴식,관광지,서울특별시 중랑구,0.54541
휴식,관광지,서울특별시 성북구,0.85449
휴식,관광지,서울특별시 강북구,1.7891
휴식,관광지,서울특별시 도봉구,0.50568
휴식,관광지,서울특별시 노원구,0.93869
휴식,관광지,서울특별시 은평구,1.35077
휴식,관광지,서울특별시 서대문구,0.51452
휴식,관광지,서울특별시 마포구,1.15268
휴식,관광지,서울특별시 양천구,0.3575
휴식,관광지,서울특별시 강서구,0.18462
휴식,관광지,서울특별시 구로구,0.26581
휴식,관광지,서울특별시 금천구,0.22879
휴식,관광지,서울특별시 영등포구,0.69926
휴식,관광지,서울특별시 동작구,0.41413
휴식,관광지,서울특별시 관악구,0.53969
휴식,관광지,서울특별시 서초구,0.38983
휴식,관광지,서울특별시 강남구,0.1986
휴식,관광지,서울특별시 송파구,0.95699
휴식,관광지,서울특별시 강동구,0.34259
휴식,관광지,부산광역시 중구,2.64752
휴식,관광지,부산광역시 서구,1.49837
휴식,관광지,부산광역시 동구,0.60765
휴식,관광지,부산광역시 영도구,2.91461
휴식,관광지,부산광역시 부산진구,1.47615
휴식,관광지,부산광역시 동래구,0
휴식,관광지,부산광역시 남구,0.40993
휴식,관광지,부산광역시 북구,0.18841
휴식,관광지,부산광역시 해운대구,0.54334
휴식,관광지,부산광역시 사하구,1.21784
휴식,관광지,부산광역시 금정구,0.47491
휴식,관광지,부산광역시 강서구,0.36687
휴식,관광지,부산광역시 연제구,0.25813
휴식,관광지,부산광역시 수영구,2.10388
휴식,관광지,부산광역시 사상구,0.77343
휴식,관광지,부산광역시 기장군,1.76488
휴식,관광지,대구광역시 중구,7.86126
휴식,관광지,대구광역시 동구,2.01162
휴식,관광지,대구광역시 서구,0.32872
휴식,관광지,대구광역시 남구,0.7425
휴식,관광지,대구광역시 북구,0.36577
휴식,관광지,대구광역시 수성구,1.02128
휴식,관광지,대구광역시 달서구,0.68488
휴식,관광지,대구광역시 달성군,3.19431
휴식,관광지,인천광역시 중구,5.15319
휴식,관광지,인천광역시 동구,4.45252
휴식,관광지,인천광역시 미추홀구,0.77643
휴식,관광지,인천광역시 연수구,0.68091
휴식,관광지,인천광역시 남동구,1.14174
휴식,관광지,인천광역시 부평구,0
휴식,관광지,인천광역시 계양구,0.54566
휴식,관광지,인천광역시 서구,0.0892
휴식,관광지,인천광역시 강화군,2.25802
휴식,관광지,인천광역시 옹진군,84.111
휴식,관광지,광주광역시 동구,6.44897
휴식,관광지,광주광역시 서구,1.09684
휴식,관광지,광주광역시 남구,1.23691
휴식,관광지,광주광역시 북구,0.74224
휴식,관광지,광주광역시 광산구,0.91793
휴식,관광지,대전광역시 동구,1.67358
휴식,관광지,대전광역시 중구,1.38803
휴식,관광지,대전광역시 서구,0.33509
휴식,관광지,대전광역시 유성구,1.47542
휴식,관광지,대전광역시 대덕구,0.60828
휴식,관광지,울산광역시 중구,1.00972
휴식,관광지,울산광역시 남구,0.84566
휴식,관광지,울산광역시 동구,1.03893
휴식,관광지,울산광역시 북구,0.24027
휴식,관광지,울산광역시 울주군,0.94873
휴식,관광지,세종특별자치시 세종특별자치시,1.36966
휴식,관광지,경기도 수원시,0.88229
휴식,관광지,경기도 성남시,0.17085
휴식,관광지,경기도 의정부시,0.56649
휴식,관광지,경기도 안양시,0.09583
휴식,관광지,경기도 부천시,0.46546
휴식,관광지,경기도 광명시,0.54738
휴식,관광지,경기도 평택시,0.72652
휴식,관광지,경기도 동두천시,0.57391
휴식,관광지,경기도 안산시,0.24564
휴식,관광지,경기도 고양시,1.12248
휴식,관광지,경기도 과천시,4.70675
휴식,관광지,경기도 구리시,0.55685
휴식,관광지,경기도 남양주시,0.99755
휴식,관광지,경기도 오산시,0.45716
휴식,관광지,경기도 시흥시,0.61459
휴식,관광지,경기도 군포시,0.39471
휴식,관광지,경기도 의왕시,0.98374
휴식,관광지,경기도 하남시,1.93359
휴식,관광지,경기도 용인시,2.05273
휴식,관광지,경기도 파주시,0.7425
휴식,관광지,경기도 이천시,2.12306
휴식,관광지,경기도 안성시,8.62468
휴식,관광지,경기도 김포시,0.54246
휴식,관광지,경기도 화성시,0.51915
휴식,관광지,경기도 광주시,0.40264
휴식,관광지,경기도 양주시,3.02155
휴식,관광지,경기도 포천시,6.80457
휴식,관광지,경기도 여주시,5.57194
휴식,관광지,경기도 연천군,2.49816
휴식,관광지,경기도 가평군,21.13387
휴식,관광지,경기도 양평군,7.30165
휴식,관광지,강원도 춘천시,11.36315
휴식,관광지,강원도 원주시,2.76668
휴식,관광지,강원도 강릉시,18.14416
휴식,관광지,강원도 동해시,8.22516
휴식,관광지,강원도 태백시,18.65535
휴식,관광지,강원도 속초시,10.78617
휴식,관광지,강원도 삼척시,32.2908
휴식,관광지,강원도 홍천군,20.09516
휴식,관광지,강원도 횡성군,13.54907
휴식,관광지,강원도 영월군,29.24392
휴식,관광지,강원도 평창군,39.73414
휴식,관광지,강원도 정선군,27.07332
휴식,관광지,강원도 철원군,1.24335
휴식,관광지,강원도 화천군,33.69599
휴식,관광지,강원도 양구군,19.65628
휴식,관광지,강원도 인제군,34.25805
휴식,관광지,강원도 고성군,71.2743
휴식,관광지,강원도 양양군,100
휴식,관광지,충청북도 청주시,1.7934
휴식,관광지,충청북도 충주시,5.29734
휴식,관광지,충청북도 제천시,5.61535
휴식,관광지,충청북도 보은군,43.42739
휴식,관광지,충청북도 옥천군,11.67057
휴식,관광지,충청북도 영동군,15.19273
휴식,관광지,충청북도 증평군,14.09983
휴식,관광지,충청북도 진천군,1.21975
휴식,관광지,충청북도 괴산군,46.78937
휴식,관광지,충청북도 음성군,5.70714
휴식,관광지,충청북도 단양군,81.36162
휴식,관광지,충청남도 천안시,1.1985
휴식,관광지,충청남도 공주시,36.36753
휴식,관광지,충청남도 보령시,12.97828
휴식,관광지,충청남도 아산시,3.45506
휴식,관광지,충청남도 서산시,3.27599
휴식,관광지,충청남도 논산시,12.59621
휴식,관광지,충청남도 계룡시,0
휴식,관광지,충청남도 당진시,4.05939
휴식,관광지,충청남도 금산군,10.48846
휴식,관광지,충청남도 부여군,11.79833
휴식,관광지,충청남도 서천군,11.56686
휴식,관광지,충청남도 청양군,17.35901
휴식,관광지,충청남도 홍성군,6.42886
휴식,관광지,충청남도 예산군,10.18391
휴식,관광지,충청남도 태안군,39.40302
휴식,관광지,전라북도 전주시,18.22541
휴식,관광지,전라북도 군산시,1.40121
휴식,관광지,전라북도 익산시,7.29447
휴식,관광지,전라북도 정읍시,7.49976
휴식,관광지,전라북도 남원시,45.8336
휴식,관광지,전라북도 김제시,6.45004
휴식,관광지,전라북도 완주군,29.56025
휴식,관광지,전라북도 진안군,100
휴식,관광지,전라북도 무주군,100
휴식,관광지,전라북도 장수군,100
휴식,관광지,전라북도 임실군,55.49593
휴식,관광지,전라북도 순창군,39.31514
휴식,관광지,전라북도 고창군,14.05371
휴식,관광지,전라북도 부안군,68.17226
휴식,관광지,전라남도 목포시,5.32801
