LCLAS_NM,MLSFC_NM,SIGNGU_NM,AREA_ARBY_STDIZ_FCLTY_SCORE
체육,스포츠서비스업,서울특별시 영등포구,100
체육,스포츠서비스업,서울특별시 동작구,59.12175
체육,스포츠서비스업,서울특별시 관악구,46.10151
체육,스포츠서비스업,서울특별시 서초구,66.15037
체육,스포츠서비스업,서울특별시 강남구,100
체육,스포츠서비스업,서울특별시 송파구,81.38098
체육,스포츠서비스업,서울특별시 강동구,81.01038
체육,스포츠서비스업,부산광역시 중구,90.12721
체육,스포츠서비스업,부산광역시 서구,11.90803
체육,스포츠서비스업,부산광역시 동구,33.66261
체육,스포츠서비스업,부산광역시 영도구,7.43931
체육,스포츠서비스업,부산광역시 부산진구,43.96294
체육,스포츠서비스업,부산광역시 동래구,66.69288
체육,스포츠서비스업,부산광역시 남구,20.80913
체육,스포츠서비스업,부산광역시 북구,19.26261
체육,스포츠서비스업,부산광역시 해운대구,30.04086
체육,스포츠서비스업,부산광역시 사하구,16.42771
체육,스포츠서비스업,부산광역시 금정구,15.58248
체육,스포츠서비스업,부산광역시 강서구,3.38598
체육,스포츠서비스업,부산광역시 연제구,67.5229
체육,스포츠서비스업,부산광역시 수영구,47.68947
체육,스포츠서비스업,부산광역시 사상구,29.60572
체육,스포츠서비스업,부산광역시 기장군,3.81877
체육,스포츠서비스업,대구광역시 중구,81.97429
체육,스포츠서비스업,대구광역시 동구,7.0043
체육,스포츠서비스업,대구광역시 서구,27.92691
체육,스포츠서비스업,대구광역시 남구,30.66457
체육,스포츠서비스업,대구광역시 북구,19.23074
체육,스포츠서비스업,대구광역시 수성구,27.11089
체육,스포츠서비스업,대구광역시 달서구,39.13189
체육,스포츠서비스업,대구광역시 달성군,1.98776
체육,스포츠서비스업,인천광역시 중구,7.11713
체육,스포츠서비스업,인천광역시 동구,25.15404
체육,스포츠서비스업,인천광역시 미추홀구,81.02761
체육,스포츠서비스업,인천광역시 연수구,19.4512
체육,스포츠서비스업,인천광역시 남동구,36.38527
체육,스포츠서비스업,인천광역시 부평구,63.50232
체육,스포츠서비스업,인천광역시 계양구,31.61
체육,스포츠서비스업,인천광역시 서구,20.9502
체육,스포츠서비스업,인천광역시 강화군,0.17366
체육,스포츠서비스업,인천광역시 옹진군,0.83155
체육,스포츠서비스업,광주광역시 동구,12.68925
체육,스포츠서비스업,광주광역시 서구,38.17432
체육,스포츠서비스업,광주광역시 남구,14.47768
체육,스포츠서비스업,광주광역시 북구,18.26286
체육,스포츠서비스업,광주광역시 광산구,11.20819
체육,스포츠서비스업,대전광역시 동구,7.49707
체육,스포츠서비스업,대전광역시 중구,17.55736
체육,스포츠서비스업,대전광역시 서구,26.74663
체육,스포츠서비스업,대전광역시 유성구,11.0723
체육,스포츠서비스업,대전광역시 대덕구,13.06889
체육,스포츠서비스업,울산광역시 중구,20.39428
체육,스포츠서비스업,울산광역시 남구,31.54351
체육,스포츠서비스업,울산광역시 동구,21.87161
체육,스포츠서비스업,울산광역시 북구,7.30747
체육,스포츠서비스업,울산광역시 울주군,1.60035
체육,스포츠서비스업,세종특별자치시 세종특별자치시,2.80775
체육,스포츠서비스업,경기도 수원시,6.26763
체육,스포츠서비스업,경기도 성남시,18.24335
체육,스포츠서비스업,경기도 의정부시,57.31382
체육,스포츠서비스업,경기도 안양시,75.3044
체육,스포츠서비스업,경기도 부천시,8.42204
체육,스포츠서비스업,경기도 광명시,28.94249
체육,스포츠서비스업,경기도 평택시,77.92563
체육,스포츠서비스업,경기도 동두천시,2.25034
체육,스포츠서비스업,경기도 안산시,7.70686
체육,스포츠서비스업,경기도 고양시,57.61077
체육,스포츠서비스업,경기도 과천시,3.35661
체육,스포츠서비스업,경기도 구리시,5.73711
체육,스포츠서비스업,경기도 남양주시,27.30387
체육,스포츠서비스업,경기도 오산시,10.40276
체육,스포츠서비스업,경기도 시흥시,10.23944
체육,스포츠서비스업,경기도 군포시,2.14315
체육,스포츠서비스업,경기도 의왕시,9.08168
체육,스포츠서비스업,경기도 하남시,4.84712
체육,스포츠서비스업,경기도 용인시,6.20639
체육,스포츠서비스업,경기도 파주시,0.85635
체육,스포츠서비스업,경기도 이천시,2.30242
체육,스포츠서비스업,경기도 안성시,30.84368
체육,스포츠서비스업,경기도 김포시,2.40408
체육,스포츠서비스업,경기도 화성시,69.98675
체육,스포츠서비스업,경기도 광주시,32.0401
체육,스포츠서비스업,경기도 양주시,3.24581
체육,스포츠서비스업,경기도 포천시,2.30337
체육,스포츠서비스업,경기도 여주시,2.16044
체육,스포츠서비스업,경기도 연천군,0.02531
체육,스포츠서비스업,경기도 가평군,6.13946
체육,스포츠서비스업,경기도 양평군,0.84293
체육,스포츠서비스업,강원도 춘천시,1.89989
체육,스포츠서비스업,강원도 원주시,3.06328
체육,스포츠서비스업,강원도 강릉시,1.48227
체육,스포츠서비스업,강원도 동해시,3.13444
체육,스포츠서비스업,강원도 태백시,1.85015
체육,스포츠서비스업,강원도 속초시,7.89757
체육,스포츠서비스업,강원도 삼척시,0.47123
체육,스포츠서비스업,강원도 홍천군,0.46893
체육,스포츠서비스업,강원도 횡성군,0.52033
체육,스포츠서비스업,강원도 영월군,0.18705
체육,스포츠서비스업,강원도 평창군,0.67278
체육,스포츠서비스업,강원도 정선군,0.3719
체육,스포츠서비스업,강원도 철원군,0
체육,스포츠서비스업,강원도 화천군,0.22632
체육,스포츠서비스업,강원도 양구군,0.27111
체육,스포츠서비스업,강원도 인제군,0.13269
체육,스포츠서비스업,강원도 고성군,0.29495
체육,스포츠서비스업,강원도 양양군,0.43139
체육,스포츠서비스업,충청북도 청주시,6.07812
체육,스포츠서비스업,충청북도 충주시,2.49611
체육,스포츠서비스업,충청북도 제천시,1.56977
체육,스포츠서비스업,충청북도 보은군,0.44888
체육,스포츠서비스업,충청북도 옥천군,0.3389
체육,스포츠서비스업,충청북도 영동군,0.41433
체육,스포츠서비스업,충청북도 증평군,0.23986
체육,스포츠서비스업,충청북도 진천군,6.46629
체육,스포츠서비스업,충청북도 괴산군,0.30027
체육,스포츠서비스업,충청북도 음성군,0.7401
체육,스포츠서비스업,충청북도 단양군,0.18291
체육,스포츠서비스업,충청남도 천안시,5.94407
체육,스포츠서비스업,충청남도 공주시,0.71764
체육,스포츠서비스업,충청남도 보령시,1.26918
체육,스포츠서비스업,충청남도 아산시,3.37864
체육,스포츠서비스업,충청남도 서산시,1.48427
체육,스포츠서비스업,충청남도 논산시,1.2773
체육,스포츠서비스업,충청남도 계룡시,4.29882
체육,스포츠서비스업,충청남도 당진시,1.71451
체육,스포츠서비스업,충청남도 금산군,0.52741
체육,스포츠서비스업,충청남도 부여군,0.69325
체육,스포츠서비스업,충청남도 서천군,1.01551
체육,스포츠서비스업,충청남도 청양군,0.25901
체육,스포츠서비스업,충청남도 홍성군,1.19493
체육,스포츠서비스업,충청남도 예산군,1.04913
체육,스포츠서비스업,충청남도 태안군,0.89596
체육,스포츠서비스업,전라북도 전주시,23.63215
체육,스포츠서비스업,전라북도 군산시,4.90314
체육,스포츠서비스업,전라북도 익산시,4.80173
체육,스포츠서비스업,전라북도 정읍시,1.0063
체육,스포츠서비스업,전라북도 남원시,0.89864
체육,스포츠서비스업,전라북도 김제시,1.20133
체육,스포츠서비스업,전라북도 완주군,0.54996
체육,스포츠서비스업,전라북도 진안군,0.25358
체육,스포츠서비스업,전라북도 무주군,1.21087
체육,스포츠서비스업,전라북도 장수군,0.36363
체육,스포츠서비스업,전라북도 임실군,0.3228
체육,스포츠서비스업,전라북도 순창군,0.51625
체육,스포츠서비스업,전라북도 고창군,0.82403
체육,스포츠서비스업,전라북도 부안군,1.03374
체육,스포츠서비스업,전라남도 목포시,14.87143
체육,스포츠서비스업,전라남도 여수시,2.41108
체육,스포츠서비스업,전라남도 순천시,2.71252
체육,스포츠서비스업,전라남도 나주시,1.58153
체육,스포츠서비스업,전라남도 광양시,2.73088
체육,스포츠서비스업,전라남도 담양군,0.6043
체육,스포츠서비스업,전라남도 곡성군,0.52993
체육,스포츠서비스업,전라남도 구례군,0.51677
체육,스포츠서비스업,전라남도 고흥군,0.32681
체육,스포츠서비스업,전라남도 보성군,0.4371
체육,스포츠서비스업,전라남도 화순군,0.69706
체육,스포츠서비스업,전라남도 장흥군,0.4312
체육,스포츠서비스업,전라남도 강진군,0.48602
체육,스포츠서비스업,전라남도 해남군,0.35433
체육,스포츠서비스업,전라남도 영암군,1.08863
체육,스포츠서비스업,전라남도 무안군,1.40021
체육,스포츠서비스업,전라남도 함평군,0.48572
체육,스포츠서비스업,전라남도 영광군,0.70645
체육,스포츠서비스업,전라남도 장성군,0.45207
체육,스포츠서비스업,전라남도 완도군,0.35119
체육,스포츠서비스업,전라남도 진도군,0.21935
체육,스포츠서비스업,전라남도 신안군,0.13291
체육,스포츠서비스업,경상북도 포항시,2.91878
체육,스포츠서비스업,경상북도 경주시,1.36336
체육,스포츠서비스업,경상북도 김천시,0.68021
체육,스포츠서비스업,경상북도 안동시,0.53628
체육,스포츠서비스업,경상북도 구미시,3.85702
체육,스포츠서비스업,경상북도 영주시,0.7587
체육,스포츠서비스업,경상북도 영천시,0.54158
체육,스포츠서비스업,경상북도 상주시,0.34667
체육,스포츠서비스업,경상북도 문경시,0.36253
체육,스포츠서비스업,경상북도 경산시,3.14686
체육,스포츠서비스업,경상북도 군위군,0.11391
체육,스포츠서비스업,경상북도 의성군,0.20923
체육,스포츠서비스업,경상북도 청송군,0.0827
체육,스포츠서비스업,경상북도 영양군,0.03162
체육,스포츠서비스업,경상북도 영덕군,0.4016
체육,스포츠서비스업,경상북도 청도군,0.21412
체육,스포츠서비스업,경상북도 고령군,0.42578
체육,스포츠서비스업,경상북도 성주군,0.26565
체육,스포츠서비스업,경상북도 칠곡군,1.61678
체육,스포츠서비스업,경상북도 예천군,0.36053
체육,스포츠서비스업,경상북도 봉화군,0.00438
체육,스포츠서비스업,경상북도 울진군,0.38311
체육,스포츠서비스업,경상북도 울릉군,1.41671
체육,스포츠서비스업,경상남도 창원시,6.42139
체육,스포츠서비스업,경상남도 진주시,2.78133
체육,스포츠서비스업,경상남도 통영시,1.53438
체육,스포츠서비스업,경상남도 사천시,1.5938
체육,스포츠서비스업,경상남도 김해시,6.35067
체육,스포츠서비스업,경상남도 밀양시,0.74882
체육,스포츠서비스업,경상남도 거제시,4.08206
체육,스포츠서비스업,경상남도 양산시,4.30065
체육,스포츠서비스업,경상남도 의령군,0.62896
체육,스포츠서비스업,경상남도 함안군,1.24942
체육,스포츠서비스업,경상남도 창녕군,0.9512
체육,스포츠서비스업,경상남도 고성군,0.53796
체육,스포츠서비스업,경상남도 남해군,0.90211
체육,스포츠서비스업,경상남도 하동군,0.45617
체육,스포츠서비스업,경상남도 산청군,0.25123
체육,스포츠서비스업,경상남도 함양군,0.21863
체육,스포츠서비스업,경상남도 거창군,0.40781
체육,스포츠서비스업,경상남도 합천군,0.28242
체육,스포츠서비스업,제주특별자치도 제주시,4.67667
체육,스포츠서비스업,제주특별자치도 서귀포시,2.76472
휴식,공원,서울특별시 종로구,43.96933
휴식,공원,서울특별시 중구,100
휴식,공원,서울특별시 용산구,57.84447
휴식,공원,서울특별시 성동구,67.90624
휴식,공원,서울특별시 광진구,58.10825
휴식,공원,서울특별시 동대문구,87.04187
휴식,공원,서울특별시 중랑구,82.33163
휴식,공원,서울특별시 성북구,31.21839
휴식,공원,서울특별시 강북구,57.19529
휴식,공원,서울특별시 도봉구,57.72777
휴식,공원,서울특별시 노원구,79.56126
휴식,공원,서울특별시 은평구,56.6234
휴식,공원,서울특별시 서대문구,86.97141
휴식,공원,서울특별시 마포구,69.58958
휴식,공원,서울특별시 양천구,97.99233
휴식,공원,서울특별시 강서구,76.88328
휴식,공원,서울특별시 구로구,61.59465
휴식,공원,서울특별시 금천구,86.74705
휴식,공원,서울특별시 영등포구,73.33852
휴식,공원,서울특별시 동작구,83.26151
휴식,공원,서울특별시 관악구,63.3505
휴식,공원,서울특별시 서초구,40.98116
휴식,공원,서울특별시 강남구,62.17606
휴식,공원,서울특별시 송파구,93.79472
휴식,공원,서울특별시 강동구,83.85372
휴식,공원,부산광역시 중구,49.97345
휴식,공원,부산광역시 서구,15.18547
휴식,공원,부산광역시 동구,23.51909
휴식,공원,부산광역시 영도구,6.37898
휴식,공원,부산광역시 부산진구,27.99595
휴식,공원,부산광역시 동래구,50.50513
휴식,공원,부산광역시 남구,23.0334
휴식,공원,부산광역시 북구,37.73192
휴식,공원,부산광역시 해운대구,27.68909
휴식,공원,부산광역시 사하구,13.17298
휴식,공원,부산광역시 금정구,14.63088
휴식,공원,부산광역시 강서구,13.37648
휴식,공원,부산광역시 연제구,46.14026
휴식,공원,부산광역시 수영구,32.56659
휴식,공원,부산광역시 사상구,26.77809
휴식,공원,부산광역시 기장군,14.14117
휴식,공원,대구광역시 중구,63.2787
휴식,공원,대구광역시 동구,15.7765
휴식,공원,대구광역시 서구,52.27307
휴식,공원,대구광역시 남구,30.5815
휴식,공원,대구광역시 북구,32.05367
휴식,공원,대구광역시 수성구,32.39761
휴식,공원,대구광역시 달서구,71.61412
휴식,공원,대구광역시 달성군,5.78589
휴식,공원,인천광역시 중구,16.66159
휴식,공원,인천광역시 동구,66.94884
휴식,공원,인천광역시 미추홀구,88.3889
휴식,공원,인천광역시 연수구,46.01729
휴식,공원,인천광역시 남동구,43.34727
휴식,공원,인천광역시 부평구,74.43615
휴식,공원,인천광역시 계양구,37.02069
휴식,공원,인천광역시 서구,37.43283
휴식,공원,인천광역시 강화군,0.18362
휴식,공원,인천광역시 옹진군,0.18978
휴식,공원,광주광역시 동구,16.07593
휴식,공원,광주광역시 서구,45.96231
휴식,공원,광주광역시 남구,30.69329
휴식,공원,광주광역시 북구,29.99507
휴식,공원,광주광역시 광산구,19.13217
휴식,공원,대전광역시 동구,10.21107
휴식,공원,대전광역시 중구,28.15043
휴식,공원,대전광역시 서구,25.06136
휴식,공원,대전광역시 유성구,23.83976
휴식,공원,대전광역시 대덕구,26.58357
휴식,공원,울산광역시 중구,67.26461
휴식,공원,울산광역시 남구,36.13854
휴식,공원,울산광역시 동구,41.95767
휴식,공원,울산광역시 북구,15.49553
휴식,공원,울산광역시 울주군,4.10647
휴식,공원,세종특별자치시 세종특별자치시,11.00849
휴식,공원,경기도 수원시,8.71686
휴식,공원,경기도 성남시,28.89586
휴식,공원,경기도 의정부시,100
휴식,공원,경기도 안양시,71.18824
휴식,공원,경기도 부천시,8.37902
휴식,공원,경기도 광명시,59.60681
휴식,공원,경기도 평택시,100
휴식,공원,경기도 동두천시,2.79847
휴식,공원,경기도 안산시,15.20866
휴식,공원,경기도 고양시,50.93883
휴식,공원,경기도 과천시,20.63362
휴식,공원,경기도 구리시,13.00875
휴식,공원,경기도 남양주시,34.49231
휴식,공원,경기도 오산시,17.61234
휴식,공원,경기도 시흥시,19.20689
휴식,공원,경기도 군포시,5.42025
휴식,공원,경기도 의왕시,32.43621
휴식,공원,경기도 하남시,8.81127
휴식,공원,경기도 용인시,8.00857
휴식,공원,경기도 파주시,0.72759
휴식,공원,경기도 이천시,1.89969
휴식,공원,경기도 안성시,42.05258
휴식,공원,경기도 김포시,5.30885
휴식,공원,경기도 화성시,100
휴식,공원,경기도 광주시,32.05849
휴식,공원,경기도 양주시,7.68365
휴식,공원,경기도 포천시,1.46797
휴식,공원,경기도 여주시,1.5627
휴식,공원,경기도 연천군,0.22734
휴식,공원,경기도 가평군,6.24006
휴식,공원,경기도 양평군,1.15701
휴식,공원,강원도 춘천시,2.12834
휴식,공원,강원도 원주시,4.36193
휴식,공원,강원도 강릉시,1.39444
휴식,공원,강원도 동해시,5.41973
휴식,공원,강원도 태백시,2.75245
휴식,공원,강원도 속초시,7.36455
휴식,공원,강원도 삼척시,0.46147
휴식,공원,강원도 홍천군,0.32666
휴식,공원,강원도 횡성군,0.55666
휴식,공원,강원도 영월군,0.39026
휴식,공원,강원도 평창군,0.54004
휴식,공원,강원도 정선군,0.50111
휴식,공원,강원도 철원군,0
휴식,공원,강원도 화천군,0.23147
휴식,공원,강원도 양구군,0.44083
휴식,공원,강원도 인제군,0.43188
휴식,공원,강원도 고성군,0.27224
휴식,공원,강원도 양양군,1.19215
휴식,공원,충청북도 청주시,10.09724
휴식,공원,충청북도 충주시,3.45139
휴식,공원,충청북도 제천시,2.51973
휴식,공원,충청북도 보은군,0.61823
휴식,공원,충청북도 옥천군,1.26584
휴식,공원,충청북도 영동군,0.64206
휴식,공원,충청북도 증평군,0.64661
휴식,공원,충청북도 진천군,12.25454
휴식,공원,충청북도 괴산군,1.70694
휴식,공원,충청북도 음성군,2.03037
휴식,공원,충청북도 단양군,1.35975
휴식,공원,충청남도 천안시,8.94571
휴식,공원,충청남도 공주시,1.98207
휴식,공원,충청남도 보령시,2.05546
휴식,공원,충청남도 아산시,5.8515
휴식,공원,충청남도 서산시,2.39667
휴식,공원,충청남도 논산시,3.97526
휴식,공원,충청남도 계룡시,6.92185
휴식,공원,충청남도 당진시,4.17058
휴식,공원,충청남도 금산군,1.11327
휴식,공원,충청남도 부여군,1.06493
휴식,공원,충청남도 서천군,1.49507
휴식,공원,충청남도 청양군,0.46364
휴식,공원,충청남도 홍성군,3.27204
휴식,공원,충청남도 예산군,1.87136
휴식,공원,충청남도 태안군,0.4309
휴식,공원,전라북도 전주시,28.11875
휴식,공원,전라북도 군산시,6.6573
휴식,공원,전라북도 익산시,6.11607
휴식,공원,전라북도 정읍시,1.38702
휴식,공원,전라북도 남원시,1.17535
휴식,공원,전라북도 김제시,2.81796
휴식,공원,전라북도 완주군,2.61599
휴식,공원,전라북도 진안군,0.55394
휴식,공원,전라북도 무주군,1.11143
휴식,공원,전라북도 장수군,0.27438
휴식,공원,전라북도 임실군,0.59575
휴식,공원,전라북도 순창군,0.54784
휴식,공원,전라북도 고창군,1.36037
휴식,공원,전라북도 부안군,2.25919
휴식,공원,전라남도 목포시,26.11503
휴식,공원,전라남도 여수시,4.09759
휴식,공원,전라남도 순천시,3.93565
휴식,공원,전라남도 나주시,3.52005
휴식,공원,전라남도 광양시,5.75687
휴식,공원,전라남도 담양군,3.8719
휴식,공원,전라남도 곡성군,0.92239
휴식,공원,전라남도 구례군,1.26017
휴식,공원,전라남도 고흥군,0.71002
휴식,공원,전라남도 보성군,0.50588
휴식,공원,전라남도 화순군,1.18639
휴식,공원,전라남도 장흥군,0.46571
휴식,공원,전라남도 강진군,0.6771
휴식,공원,전라남도 해남군,1.36098
휴식,공원,전라남도 영암군,1.54579
휴식,공원,전라남도 무안군,1.86476
휴식,공원,전라남도 함평군,1.2535
휴식,공원,전라남도 영광군,0.84461
휴식,공원,전라남도 장성군,3.60913
휴식,공원,전라남도 완도군,0.50068
휴식,공원,전라남도 진도군,0.27156
휴식,공원,전라남도 신안군,0.41508
휴식,공원,경상북도 포항시,4.50034
휴식,공원,경상북도 경주시,2.40719
휴식,공원,경상북도 김천시,1.32474
휴식,공원,경상북도 안동시,1.44861
휴식,공원,경상북도 구미시,8.862
휴식,공원,경상북도 영주시,2.27248
휴식,공원,경상북도 영천시,1.15907
휴식,공원,경상북도 상주시,1.1587
휴식,공원,경상북도 문경시,1.27814
휴식,공원,경상북도 경산시,8.34961
휴식,공원,경상북도 군위군,0.80048
휴식,공원,경상북도 의성군,0.51032
휴식,공원,경상북도 청송군,0.49946
휴식,공원,경상북도 영양군,0.30701
휴식,공원,경상북도 영덕군,0.82514
휴식,공원,경상북도 청도군,0.61343
휴식,공원,경상북도 고령군,1.39373
휴식,공원,경상북도 성주군,1.03944
휴식,공원,경상북도 칠곡군,4.1544
휴식,공원,경상북도 예천군,1.19283
휴식,공원,경상북도 봉화군,0.25105
휴식,공원,경상북도 울진군,0.56166
휴식,공원,경상북도 울릉군,2.52124
휴식,공원,경상남도 창원시,9.12321
휴식,공원,경상남도 진주시,5.17684
휴식,공원,경상남도 통영시,2.47211
휴식,공원,경상남도 사천시,5.04536
휴식,공원,경상남도 김해시,14.11258
휴식,공원,경상남도 밀양시,1.92887
휴식,공원,경상남도 거제시,6.05382
휴식,공원,경상남도 양산시,10.80442
휴식,공원,경상남도 의령군,1.51296
휴식,공원,경상남도 함안군,2.26465
휴식,공원,경상남도 창녕군,2.53249
휴식,공원,경상남도 고성군,1.40407
휴식,공원,경상남도 남해군,1.40676
휴식,공원,경상남도 하동군,0.68235
휴식,공원,경상남도 산청군,0.9403
휴식,공원,경상남도 함양군,0.91349
휴식,공원,경상남도 거창군,0.5739
휴식,공원,경상남도 합천군,0.79224
휴식,공원,제주특별자치도 제주시,5.50726
휴식,공원,제주특별자치도 서귀포시,2.28948
휴식,관광지,서울특별시 종로구,100
휴식,관광지,서울특별시 중구,56.8406
휴식,관광지,서울특별시 용산구,25.9234
휴식,관광지,서울특별시 성동구,33.73813
휴식,관광지,서울특별시 광진구,99.60894
휴식,관광지,서울특별시 동대문구,59.67322
휴식,관광지,서울특별시 중랑구,30.59353
휴식,관광지,서울특별시 성북구,40.29634
휴식,관광지,서울특별시 강북구,59.96618
휴식,관광지,서울특별시 도봉구,20.40351
휴식,관광지,서울특별시 노원구,35.88578
휴식,관광지,서울특별시 은평구,57.09696
휴식,관광지,서울특별시 서대문구,24.04231
휴식,관광지,서울특별시 마포구,47.47492
휴식,관광지,서울특별시 양천구,24.33989
휴식,관광지,서울특별시 강서구,6.83671
휴식,관광지,서울특별시 구로구,14.07766
휴식,관광지,서울특별시 금천구,10.89215
휴식,관광지,서울특별시 영등포구,29.09817
휴식,관광지,서울특별시 동작구,25.94652
휴식,관광지,서울특별시 관악구,23.9715
휴식,관광지,서울특별시 서초구,9.0663
휴식,관광지,서울특별시 강남구,7.17701
휴식,관광지,서울특별시 송파구,50.23537
휴식,관광지,서울특별시 강동구,17.31573
휴식,관광지,부산광역시 중구,63.45999
휴식,관광지,부산광역시 서구,14.48121
휴식,관광지,부산광역시 동구,12.22569
휴식,관광지,부산광역시 영도구,15.14122
휴식,관광지,부산광역시 부산진구,47.77645
휴식,관광지,부산광역시 동래구,0
휴식,관광지,부산광역시 남구,6.6688
휴식,관광지,부산광역시 북구,3.59426
휴식,관광지,부산광역시 해운대구,10.29584
휴식,관광지,부산광역시 사하구,11.599
휴식,관광지,부산광역시 금정구,4.34908
휴식,관광지,부산광역시 강서구,0.51727
휴식,관광지,부산광역시 연제구,11.71901
휴식,관광지,부산광역시 수영구,70.43708
휴식,관광지,부산광역시 사상구,11.77658
휴식,관광지,부산광역시 기장군,3.83825
휴식,관광지,대구광역시 중구,100
휴식,관광지,대구광역시 동구,10.11566
휴식,관광지,대구광역시 서구,8.18366
휴식,관광지,대구광역시 남구,16.26212
휴식,관광지,대구광역시 북구,4.52409
휴식,관광지,대구광역시 수성구,14.8152
휴식,관광지,대구광역시 달서구,15.91198
휴식,관광지,대구광역시 달성군,5.31264
휴식,관광지,인천광역시 중구,15.05018
휴식,관광지,인천광역시 동구,93.29771
휴식,관광지,인천광역시 미추홀구,34.23526
휴식,관광지,인천광역시 연수구,9.66821
휴식,관광지,인천광역시 남동구,22.70824
휴식,관광지,인천광역시 부평구,0
휴식,관광지,인천광역시 계양구,9.33501
휴식,관광지,인천광역시 서구,1.07782
휴식,관광지,인천광역시 강화군,1.03548
휴식,관광지,인천광역시 옹진군,27.35158
휴식,관광지,광주광역시 동구,37.36399
휴식,관광지,광주광역시 서구,17.80755
휴식,관광지,광주광역시 남구,11.61962
휴식,관광지,광주광역시 북구,7.07087
휴식,관광지,광주광역시 광산구,4.45346
휴식,관광지,대전광역시 동구,7.30966
휴식,관광지,대전광역시 중구,13.89353
휴식,관광지,대전광역시 서구,4.43168
휴식,관광지,대전광역시 유성구,7.97158
휴식,관광지,대전광역시 대덕구,4.10769
휴식,관광지,울산광역시 중구,15.29648
휴식,관광지,울산광역시 남구,9.74318
휴식,관광지,울산광역시 동구,11.69707
휴식,관광지,울산광역시 북구,0.89554
휴식,관광지,울산광역시 울주군,0.67224
휴식,관광지,세종특별자치시 세종특별자치시,3.045
휴식,관광지,경기도 수원시,3.36887
휴식,관광지,경기도 성남시,1.59605
휴식,관광지,경기도 의정부시,19.76629
휴식,관광지,경기도 안양시,3.68084
휴식,관광지,경기도 부천시,2.30204
휴식,관광지,경기도 광명시,12.77207
휴식,관광지,경기도 평택시,31.09927
휴식,관광지,경기도 동두천시,0.51245
휴식,관광지,경기도 안산시,0.92739
휴식,관광지,경기도 고양시,34.07084
휴식,관광지,경기도 과천시,18.56227
휴식,관광지,경기도 구리시,1.99881
휴식,관광지,경기도 남양주시,16.3807
휴식,관광지,경기도 오산시,2.09891
휴식,관광지,경기도 시흥시,3.60179
휴식,관광지,경기도 군포시,0.51219
휴식,관광지,경기도 의왕시,7.271
휴식,관광지,경기도 하남시,5.48228
휴식,관광지,경기도 용인시,6.78777
휴식,관광지,경기도 파주시,1.63263
휴식,관광지,경기도 이천시,1.83482
휴식,관광지,경기도 안성시,100
휴식,관광지,경기도 김포시,1.19527
휴식,관광지,경기도 화성시,23.62648
휴식,관광지,경기도 광주시,5.21099
휴식,관광지,경기도 양주시,4.29684
휴식,관광지,경기도 포천시,3.9591
휴식,관광지,경기도 여주시,3.69531
휴식,관광지,경기도 연천군,0.343
휴식,관광지,경기도 가평군,38.08283
휴식,관광지,경기도 양평군,3.06785
휴식,관광지,강원도 춘천시,7.87134
휴식,관광지,강원도 원주시,3.1033
휴식,관광지,강원도 강릉시,9.88339
휴식,관광지,강원도 동해시,10.01331
휴식,관광지,강원도 태백시,6.53852
휴식,관광지,강원도 속초시,21.74976
휴식,관광지,강원도 삼척시,4.63839
휴식,관광지,강원도 홍천군,2.02498
휴식,관광지,강원도 횡성군,1.70482
휴식,관광지,강원도 영월군,2.6396
휴식,관광지,강원도 평창군,3.00159
휴식,관광지,강원도 정선군,2.09167
휴식,관광지,강원도 철원군,0.15936
휴식,관광지,강원도 화천군,2.33896
휴식,관광지,강원도 양구군,1.7133
휴식,관광지,강원도 인제군,1.80802
휴식,관광지,강원도 고성군,7.92806
휴식,관광지,강원도 양양군,12.3626
휴식,관광지,충청북도 청주시,4.88206
휴식,관광지,충청북도 충주시,3.81089
휴식,관광지,충청북도 제천시,3.39503
휴식,관광지,충청북도 보은군,4.36119
휴식,관광지,충청북도 옥천군,2.90277
휴식,관광지,충청북도 영동군,3.55301
휴식,관광지,충청북도 증평군,1.60512
휴식,관광지,충청북도 진천군,3.4641
휴식,관광지,충청북도 괴산군,11.47258
휴식,관광지,충청북도 음성군,1.50709
휴식,관광지,충청북도 단양군,6.19607
휴식,관광지,충청남도 천안시,3.34242
휴식,관광지,충청남도 공주시,11.64345
휴식,관광지,충청남도 보령시,5.65478
휴식,관광지,충청남도 아산시,5.74889
휴식,관광지,충청남도 서산시,1.94039
휴식,관광지,충청남도 논산시,6.89723
휴식,관광지,충청남도 계룡시,0
휴식,관광지,충청남도 당진시,2.59768
휴식,관광지,충청남도 금산군,2.45945
휴식,관광지,충청남도 부여군,3.17745
휴식,관광지,충청남도 서천군,4.25239
휴식,관광지,충청남도 청양군,2.9551
휴식,관광지,충청남도 홍성군,3.83324
휴식,관광지,충청남도 예산군,3.92065
휴식,관광지,충청남도 태안군,6.88775
휴식,관광지,전라북도 전주시,100
휴식,관광지,전라북도 군산시,2.17289
휴식,관광지,전라북도 익산시,10.62479
휴식,관광지,전라북도 정읍시,3.06872
휴식,관광지,전라북도 남원시,12.80278
휴식,관광지,전라북도 김제시,2.60055
휴식,관광지,전라북도 완주군,8.97367
휴식,관광지,전라북도 진안군,14.19034
휴식,관광지,전라북도 무주군,17.05289
휴식,관광지,전라북도 장수군,12.21758
휴식,관광지,전라북도 임실군,6.64872
휴식,관광지,전라북도 순창군,5.7186
휴식,관광지,전라북도 고창군,3.26479
