"연령별",60대,518,0,0.1,0,0.8,0,0,0.2,0,0,0,687,0.3,0.1,0.1,0.6,-,-,0.1,0.1,-,643,-,-,0.1,0.3,0.2,0.2,-,0.2,0.1,538,0.2,0.1,0.4,0.6,0.1,-,0.3,-,-,-,454,0.1,0.2,0.2,0.9,0.6,-,-,687,0.8,0.7,0.2,0.9,0.2,-,0.2,-
"연령별",70세이상,356,0,0,0.1,0.2,0,0,0.5,0,0.3,0,483,-,-,-,0.5,0.4,-,0.2,0.3,-,516,-,-,0.6,0.7,-,0.3,-,0.2,-,326,-,-,-,0.5,0.4,-,0.2,-,-,-,281,-,1.2,0.3,0.6,1,-,0.3,445,-,1.7,0.2,0.7,0.6,-,0.4,-
"학력별",초졸 이하,346,0,0,0.1,1.1,0,0,0,0,0,0,294,-,-,-,0.8,-,-,0.6,-,-,437,-,-,0.7,0.5,-,0.4,-,0.5,-,318,-,-,0.2,0.2,-,-,-,-,-,-,234,-,0.7,0.4,0.3,-,-,-,297,-,1.4,0.2,-,-,-,-,0.4
"학력별",중졸,538,0.3,0,0,0.3,0,0,0.4,0.3,0.2,0,603,0.1,-,0.1,0.6,-,-,-,0.1,-,502,-,-,0.2,0.4,0.7,0.3,-,0.1,-,411,-,-,0.2,0.4,0.2,-,0.6,-,-,-,325,-,0.3,0.6,0.3,0.9,-,0.3,382,-,1.5,0.2,1.2,0.3,-,-,-
"학력별",고졸,1834,0,0.1,0.1,0.4,0,0.1,0.1,0,0,0.1,2125,0.6,0,0.1,0.3,0.1,0.1,0,0.2,0,1921,0.5,-,0.8,0.3,0.1,-,-,0.1,-,1695,0.8,0.1,0.7,0.3,0.2,0.1,-,0,-,0,1308,0.8,0.3,1.5,0.3,-,0.1,0.1,1479,0.6,0.7,1,0.9,0.1,-,0.3,0.1
"학력별",대졸이상,1903,0.8,0.1,0.1,0.2,0,0,0,0.2,0.1,0.2,1991,0.9,-,0.6,-,0.2,0.1,-,-,0,1951,0.7,0.2,1.2,0.6,0.2,0,0.3,0.1,0.2,1977,1.5,0.1,1.1,0.5,0.1,0.1,-,0,0.1,0.2,1673,3.1,0,1.2,0.7,0.4,-,0.2,1768,2.3,0.7,0.9,0.8,0.2,0.2,-,-
"동거가구원수별",1인,385,0,0,0.3,0,0,0,0,0,0,0,1040,0.7,-,0.6,0.2,-,-,0.1,-,0.1,814,-,-,1,0.4,0,0.2,-,0.2,0.2,732,0.5,0.3,1.2,0.5,-,-,0.2,0.1,-,-,645,0.9,0.4,1.4,0.8,0.2,0.1,0.2,666,0.7,1.2,0.8,0.4,0.1,-,-,-
"동거가구원수별",2인,918,0.4,0.1,0.1,0.3,0,0,0.3,0,0.2,0.1,947,0.8,0.1,-,0.4,0.1,-,0.1,0.3,0,1287,0.3,-,1,0.4,0.1,0.2,-,0.2,0.3,1047,0.6,0.1,0.8,0.4,0.2,0.1,-,-,-,-,882,1.2,0.2,1.7,0.3,0.3,-,0.1,1153,0.9,1.3,0.7,0.9,0.3,-,0.4,-
"동거가구원수별",3인이상,3318,0.4,0.1,0.1,0.4,0,0,0,0.1,0,0.1,3026,0.6,0,0.4,0.2,0.1,0.1,0,0,0,2710,0.6,0.1,0.9,0.5,0.2,0,0.2,0.1,-,2622,1.2,0.1,0.8,0.4,0.1,0.1,0.1,0,0.1,0.1,2013,2.1,0.1,1,0.4,0.2,0,0.1,2107,1.5,0.7,0.9,0.8,0.1,0.1,-,0.1
"혼인상태별",미혼,1328,0.2,0,0.1,0,0,0,0,0.1,0,0.1,1395,0.5,-,0.1,0.2,-,0.2,-,-,0,1366,0.2,-,1.4,0.4,-,-,-,-,0.1,1478,0.2,0,0.9,0,0,0,0,0,0,0.1,1201,0.9,-,1.1,0.1,-,0.1,-,1084,0.7,0.6,0.7,0.3,-,-,-,0.1
"혼인상태별",기혼,3015,0.5,0.1,0.1,0.5,0,0.1,0.1,0.1,0.1,0.1,2982,0.8,0,0.4,0.3,0.2,0.1,0.1,0.1,0,2918,0.7,0.1,0.8,0.5,0.2,0.1,0.2,0.2,0.1,2491,1.4,0.1,0.9,0.5,0.2,0.1,0.1,0,0.1,0.1,1997,2.5,0.2,1.4,0.6,0.4,0,0.2,2445,1.6,0.8,0.9,1.1,0.2,0.1,0.1,0.1
"혼인상태별",사별/이혼/기타,278,0,0,0.2,0,0,0,0,0,0,0,636,-,-,0.5,0.2,-,-,0.1,-,0,527,-,-,0.4,0.7,0.1,0.2,-,0.1,-,432,0.3,0.2,0.2,0.7,0,0,0.2,0,0,0,342,0.1,1.1,0.4,0.8,0.3,-,0.3,397,1,1.7,0.6,0.7,0.1,-,-,-
"가구주여부별",가구주,2106,0.6,0.2,0.1,0.5,0,0.1,0.1,0.2,0.1,0.2,2654,0.8,-,0.6,0.2,0.1,0,0.1,-,0,3138,0.4,0.1,0.8,0.4,0.2,0.1,0.2,0.1,0.1,2186,1.3,0.1,0.9,0.7,0.2,0.1,0,0,0.1,0.1,1804,1.6,0.3,1.6,0.6,0.1,0.1,0.1,2015,1.8,0.7,1,0.6,0.1,0.1,0.1,-
"가구주여부별",가구주 아님,2515,0.2,0,0.1,0.3,0,0,0.1,0.1,0,0,2359,0.5,0,0.1,0.3,0.1,0.2,0,0.2,0,1673,0.6,-,1,0.5,0.1,0.1,0.1,0.1,0,2215,0.8,0,0.8,0.1,0.1,0,0.1,0,-,0.1,1736,1.9,0.1,0.9,0.3,0.4,-,0.2,1911,1,1,0.7,1,0.1,0.1,0.1,0.1
"종사자지위별",상용근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1463,0.6,0.1,1.3,0.1,0.1,0.1,0.3,0,0.2,1434,1.2,-,1.2,0.3,0.1,0.1,-,-,-,0.2,1232,2.5,0.1,1.9,0.3,0.2,0.1,0.1,1325,2.3,0.5,1.3,0.7,0.1,0.1,-,0.1
"종사자지위별",임시근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,-,-,2.2,0.4,-,-,-,-,-,188,0.5,-,1,-,0.4,-,-,-,-,-,202,1.6,-,1.3,0.4,-,-,-,235,1.2,0.5,0.5,0.4,0.1,-,-,-
"종사자지위별",일용근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,-,-,-,-,-,-,-,-,-,48,-,-,-,2.5,-,-,-,0.9,-,-,66,1.4,-,1.1,1.1,-,-,-,77,-,-,3.4,2.6,-,-,2.5,-
"종사자지위별",고용원이 있는 자영업자,169,0.5,0.5,0,0,0,0,0.4,0,0,0.5,144,-,-,1.9,-,-,-,0.6,-,-,198,0.9,-,2.2,-,0.1,-,-,0.3,-,233,0.4,-,0.2,0.6,-,0.7,-,-,-,-,165,1.6,-,1.2,-,-,-,-,158,2.7,-,0.7,1,-,-,-,-
"종사자지위별",고용원이 없는 자영업자,578,0.1,0,0.1,0.8,0,0,0.2,0,0,0,748,0.7,-,0.4,0.2,0.1,-,-,0.1,-,939,0.4,-,0.9,0.9,0.3,0.1,-,0.3,0.2,729,1.8,0.1,1,0.6,-,-,0.2,0.1,0.3,0.3,577,1,-,1.4,0.4,-,-,-,653,1.1,1,0.6,0.7,0.1,-,-,-
"종사자지위별",무급가족종사자,86,0,0,0,0,0,0,0,0,0,0,58,-,-,-,-,-,-,-,3.3,-,109,0.2,-,-,1.4,-,0.9,-,0.7,-,64,1.1,-,-,-,-,-,-,-,-,-,56,0.9,-,1.8,1.3,-,-,-,64,-,-,3.1,2,-,-,-,-
"종사자지위별",기타종사자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,18,33.2,-,3.3,-,-,-,-,28,-,-,-,-,-,-,-,-
"종사자지위별",해당없음(무직),1749,0,0,0.1,0.3,0,0,0.1,0.1,0.1,0,1636,0.2,0.1,0.1,0.3,0.3,0.2,0.1,0.1,-,1772,0.5,0.1,0.4,0.5,0.1,0.1,0.1,0.1,-,1675,0.6,0.2,0.6,0.3,0.2,-,0,-,-,-,-,-,-,-,-,-,-,-,1386,0.5,1.3,0.2,0.9,0.3,0.2,0.2,0.1
"종사자지위별",임금.봉급 근로자,2039,0.7,0.1,0.1,0.3,0,0.1,0,0.2,0.1,0.2,2427,1,-,0.4,0.2,-,0.1,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1224,0.9,0.5,0.3,0.7,0.5,-,0.3,-,-,-,-,-,-,-,-,-
"가구소득별",100만원 미만,202,0,0,0.4,0.5,0,0,0,0,0.9,0,282,-,-,-,0.2,-,-,0.8,-,-,382,-,-,0.3,0.4,0.1,0.3,-,-,-,290,0.4,0.2,0.9,0.3,-,-,0.4,0.2,-,-,222,-,1,0.3,0.4,-,-,0.5,323,0.8,-,0.2,-,0.2,-,-,-
"가구소득별",100~200만원,348,0,0.3,0,0.2,0,0,0.4,0,0,0,417,0.2,-,0.2,0.7,-,-,-,-,-,424,-,-,1.1,0.2,-,0.3,-,0.4,-,299,-,0.2,0.6,0.2,0.3,-,-,-,-,-,265,0.2,0.8,1.6,0.7,1.1,-,-,288,-,1.8,0.6,0.9,0.4,-,-,-
"가구소득별",200~300만원,633,0,0.3,0,0.5,0,0.2,0.4,0,0,0,812,0.4,0.1,0.4,0.2,0.5,-,-,0.2,0,729,0.2,-,0.9,0.4,0.3,0.2,0,-,0.2,581,0.1,-,1.1,0.5,-,-,-,-,-,-,462,1.2,0.2,1.2,0.2,-,0.2,0.7,494,0.7,1.7,0.3,1.3,0.2,-,0.2,-
"가구소득별",300~400만원,1023,0.4,0,0.1,0.5,0,0,0.1,0.1,0.2,0,1066,0.6,-,0.9,0.1,-,-,-,-,-,973,0.3,0,0.7,0.4,0.1,-,0.4,0.2,0.2,806,1.3,0.2,1.1,0.5,0.2,0.2,-,-,0.1,0.2,628,2.7,0.1,0.7,0.3,0.3,-,-,686,1.4,0.4,1.1,0.4,-,-,0.2,0.2
"가구소득별",400~500만원,1091,0.6,0,0.1,0.2,0,0,0,0.1,0,0.2,1117,1.1,0,0.1,0.2,0.1,0.3,-,0,-,845,0.6,-,0.7,0.7,0.1,-,0.2,0.1,0.2,817,1.1,-,0.6,0.6,0.3,-,-,-,0.1,-,602,2,-,2.4,0.2,0.2,-,-,719,1.3,0.3,0.9,1.2,0.3,0.3,0.2,0.1
"가구소득별",500~600만원,714,0.4,0.1,0,0.2,0,0,0,0.2,0,0.2,718,0.6,-,-,0.5,-,0.1,0.1,0.2,0,738,1,0.1,1.4,0.8,0.1,0.1,-,0.1,-,681,1.2,-,0.5,0.4,-,0.1,0.2,0.1,-,0.2,579,1.8,0.1,1.2,0.4,0.2,0.1,0.1,613,0.9,0.5,1.4,1.1,0.1,0.2,-,-
"가구소득별",600만원 이상,610,0.4,0.1,0.1,0.6,0.1,0,0,0.3,0,0.1,601,0.5,-,0.4,-,0.1,-,-,0.1,0.1,720,0.6,0.2,0.9,0.1,0.2,-,-,0.1,-,927,1.3,0.1,0.9,0.1,0.1,0.1,-,-,-,0.1,782,1.8,0.1,0.8,0.9,0.1,-,0.1,803,2.3,1.4,0.6,0.5,0.1,-,-,0.1
"지역규모별",대도시,2205,0.4,0.1,0.1,0.6,0,0.1,0,0,0,0,2315,0.5,0,0.3,0.2,0.2,0.2,0.1,0.1,0,1959,0.7,0,0.9,0.5,0.2,0.1,-,0.1,0.1,1990,0.8,0.1,0.8,0.6,0.1,0,0.1,0,-,0.1,1629,1,0.4,0.4,0.3,0.4,-,0,1930,1.1,0.8,1,0.8,0.3,0.2,-,-
"지역규모별",중소도시,1556,0.4,0,0,0.1,0,0,0,0.3,0.2,0.3,1717,0.8,-,0.4,0.3,0,-,-,0.1,0,1640,0.2,0.1,1.1,0.1,0.2,0.1,0.2,0.1,0.1,1645,1.1,0,0.9,0.3,0.1,-,0,0.1,0.1,0.1,1260,2.6,0.1,2.3,0.6,0.2,0.1,0.3,1171,1.1,0.5,0.6,0.8,0.1,-,0.3,0.1
"지역규모별",읍면지역,860,0.3,0.1,0.1,0.2,0.1,0,0.3,0,0,0,981,0.7,0.1,0.3,0.2,-,0,-,-,-,1212,0.6,-,0.7,0.9,-,0.1,0.2,0.2,-,766,1.1,-,0.6,0.1,0.2,0.3,-,-,0.1,0.2,651,1.7,-,0.7,0.7,-,0.1,-,825,2.3,1.5,0.8,0.9,-,-,-,0.1
"권역별",수도권,1812,0.3,0.1,0,0.5,0,0,0.1,0.2,0.1,0.2,1777,0.3,-,0.3,0.2,0.2,0.1,-,-,0,1575,0.4,0.1,1.1,0.4,0.1,0,0.1,0.1,0.2,1946,0.9,0.1,0.7,0.2,0.2,0,-,0.1,0.1,-,1064,2,0.1,1.2,0.4,0.3,-,0.1,1268,1.3,-,0.8,0.6,0.1,0.1,0.2,0.1
"권역별",강원/제주권,329,0,0.6,0.4,0,0.3,0.4,0.4,0,0,0,374,3.5,-,0.3,0.2,0.3,-,-,0.6,0.3,372,0.6,-,0.9,0.2,0.1,-,0.1,0.2,-,143,-,-,1.7,-,-,-,-,-,-,-,357,1.6,-,2,-,-,-,-,342,0.7,-,0.8,1,0.3,-,-,-
"권역별",충청/세종권,857,0.3,0,0.1,0.1,0,0,0,0.1,0,0,883,0.1,0.1,0.3,0.2,-,0.2,-,-,-,800,0.5,-,0.3,0.2,0.2,-,-,0.2,-,378,1.2,-,1.4,0.2,-,-,-,-,-,-,408,1.2,-,0.9,0.2,-,-,-,515,1.1,0.1,0.4,0.2,0.2,-,0.2,0.1
"권역별",호남권,324,0,0.5,0,0,0,0,0,0,0,0,277,-,-,-,-,-,-,-,-,-,614,0.1,-,0.5,-,-,0.2,-,0.2,0.1,404,1.8,-,0.4,-,0.2,0.3,-,-,-,-,506,1.7,0.1,1.1,0.3,-,0.2,0.1,449,1.8,-,1.5,0.3,-,-,-,-
"권역별",대경권,550,1.3,0,0,0.2,0,0,0,0,0,0,581,3,0.1,0.6,0.1,-,0.3,-,-,-,430,0.5,-,0.6,0.7,-,-,0.5,0.1,-,570,0.2,0.3,0.4,0.2,-,-,-,-,0.2,0.1,523,1,1.2,1.7,1.6,0.8,0.2,0.6,516,1.2,8,0.6,3,0.6,-,-,0.4
"권역별",동남권,749,0.2,0,0.4,0.1,0,0.2,0,0,0.2,0,1121,0.3,-,0.3,0.6,-,-,0.3,0.3,-,1020,0.8,0,1.2,0.8,0.4,0.3,0.2,0.2,-,960,1.3,-,1,1.1,0.2,0.1,0.3,-,-,0.4,682,1.8,-,0.9,0.1,-,-,-,836,1.5,-,0.9,0.5,-,0.2,-,-
"17개 시도별",서울,720,0.2,0.1,0,0.9,0,0,0,0,0,0,695,-,-,0.3,0.1,0.4,0.3,-,-,0,609,0.6,0.1,1.2,1,0.1,0.1,-,0.1,0.1,691,0.6,0.2,0.8,0.4,-,0.1,-,0.1,-,-,355,0.6,0.2,0.3,-,0.6,-,-,551,1.7,-,0.7,0.1,0.2,0.3,-,-
"17개 시도별",부산,303,0.4,0,0,0,0,0.4,0,0,0,0,516,0.4,-,0.1,0.4,-,-,0.5,0.7,-,411,0.9,-,0.6,0.2,0.4,0.2,-,-,-,467,0.6,-,1.1,1.9,0.4,-,0.4,-,-,0.2,310,0.5,-,-,-,-,-,-,319,1.6,-,1.2,1,-,0.3,-,-
"17개 시도별",대구,273,0.7,0,0,0.4,0,0,0,0,0,0,298,5.3,-,0.4,0.2,-,0.5,-,-,-,218,0.5,-,0.5,0.9,-,-,1,0.1,-,274,0.4,0.5,0.5,-,-,-,-,-,-,-,283,0.9,1.9,1.4,1.4,1.2,-,0.2,254,0.5,7.8,0.6,2.6,1.3,-,-,-
"17개 시도별",인천,411,0.6,0.2,0,0.6,0,0,0.3,0,0,0,334,-,-,0.2,0.8,-,-,-,-,-,285,0.5,-,0.9,-,-,-,-,-,0.4,276,0.1,-,-,-,0.3,-,-,-,-,-,216,-,-,-,-,-,-,-,287,0.4,-,2.4,1.7,-,-,-,-
"17개 시도별",광주,115,0,1.5,0,0,0,0,0,0,0,0,91,-,-,-,-,-,-,-,-,-,125,-,-,-,-,-,-,-,-,0.7,114,4.6,-,1.4,-,-,-,-,-,-,-,186,1.7,-,0.3,0.4,-,-,-,135,0.7,-,1.8,0.4,-,-,-,-
"17개 시도별",대전,260,0.5,0,0,0,0,0,0,0,0,0,261,0.4,0.3,0.6,-,-,0.4,-,-,-,238,0.3,-,-,-,0.6,-,-,-,-,89,1.8,-,2.5,-,-,-,-,-,-,-,115,1.7,-,0.4,-,-,-,-,178,0.4,0.4,0.3,0.7,0.6,-,-,0.4
"17개 시도별",울산,152,0,0,3,0,0,0,0,0,0,0,206,-,-,-,-,-,-,-,-,-,192,1.5,-,1.5,0.4,-,-,-,-,-,117,-,-,-,-,-,-,-,-,-,-,158,5.5,-,1.5,0.7,-,-,-,232,0.7,-,1.3,0.7,0.2,0.2,-,-
"17개 시도별",세종,63,0,0,0,1,0,0,0,3,0,0,91,-,-,-,-,-,-,-,-,-,109,-,-,-,-,-,-,-,-,-,21,8.9,-,-,-,-,-,-,-,-,-,43,2.1,-,-,-,-,-,-,71,1.9,-,-,-,-,-,-,-
"17개 시도별",경기,681,0.4,0,0,0.1,0,0,0.1,0.4,0.1,0.4,748,0.6,-,0.4,0.1,-,-,-,-,-,681,0.3,0.2,1,0.1,0.2,-,0.2,-,0.2,979,1.4,-,0.9,0.2,0.2,-,-,0.1,0.1,-,493,3.2,-,2,0.8,0.2,-,0.2,430,1.2,-,0.4,0.8,-,-,0.4,0.1
"17개 시도별",강원,166,0,0.9,0,0,0.5,0,0.6,0,0,0,200,5.3,-,0.2,-,0.4,-,-,-,-,267,0.6,-,1.2,0.2,-,-,-,0.3,-,93,-,-,2.6,-,-,-,-,-,-,-,144,0.7,-,1.8,-,-,-,-,222,0.5,-,0.6,1.4,-,-,-,-
"17개 시도별",충북,238,0,0,0,0.4,0,0,0,0,0,0,274,-,-,0.2,0.6,-,0.2,-,-,-,288,0.7,-,-,-,-,-,-,-,-,126,0.8,-,1.1,-,-,-,-,-,-,-,109,-,-,2.7,0.8,-,-,-,175,1.2,-,1,-,-,-,-,-
"17개 시도별",충남,296,0.4,0,0.2,0,0,0,0,0,0,0,257,-,-,0.3,-,-,-,-,-,-,165,0.7,-,0.9,0.6,-,-,-,0.8,-,142,-,-,1.3,0.6,-,-,-,-,-,-,141,1.6,-,-,-,-,-,-,91,1.9,-,-,-,-,-,0.9,-
"17개 시도별",전북,130,0,0,0,0,0,0,0,0,0,0,99,-,-,-,-,-,-,-,-,-,264,0.1,-,0.2,-,-,0.4,-,0.4,-,139,1.1,-,-,-,0.6,-,-,-,-,-,154,1.3,-,0.4,-,-,0.8,-,97,-,-,1.7,-,-,-,-,-
"17개 시도별",전남,79,0,0,0,0,0,0,0,0,0,0,87,-,-,-,-,-,-,-,-,-,225,-,-,1,-,-,-,-,0.2,-,151,-,-,-,-,-,0.8,-,-,-,-,166,2.1,0.3,2.5,0.6,-,-,0.3,217,3.1,-,1.2,0.3,-,-,-,-
"17개 시도별",경북,277,1.9,0,0,0,0,0,0,0,0,0,283,0.7,0.3,0.7,-,-,-,-,-,-,212,0.5,-,0.7,0.4,-,-,-,-,-,296,-,0.2,0.3,0.4,-,-,-,-,0.3,0.3,240,1.1,0.5,2,1.9,0.3,0.4,1,262,1.9,8.2,0.6,3.3,-,-,-,0.7
"17개 시도별",경남,294,0,0,0,0.3,0,0,0,0,0.4,0,399,0.3,-,0.6,1.1,-,-,-,-,-,417,0.4,0.1,1.6,1.6,0.5,0.3,0.4,0.4,-,376,2.4,-,1.2,0.5,-,0.2,0.2,-,-,0.7,214,2.2,-,1.9,-,-,-,-,285,1.9,-,0.5,-,-,-,-,-
"17개 시도별",제주,163,0,0,1.1,0,0,1.1,0,0,0,0,174,0.2,-,0.4,0.6,-,-,-,1.6,0.8,105,0.4,-,-,0.5,0.5,-,0.6,-,-,50,-,-,-,-,-,-,-,-,-,-,213,2.6,-,2.2,-,-,-,-,120,1,-,1.6,-,1.3,-,-,-
"장애여부별",장애등록,-,-,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,0.9,-,-,65,-,-,-,-,-,-,-,-,-,77,-,-,0.7,-,-,-,-,-,-,-,53,-,-,1.6,1.3,-,-,-,38,-,-,3,-,-,-,-,-
"장애여부별",미등록,-,-,-,-,-,-,-,-,-,-,-,53,-,-,-,-,-,6.3,-,-,-,20,-,-,-,-,-,-,-,-,-,71,1.1,-,-,-,2.3,-,-,1.2,-,-,52,4,-,-,-,-,-,-,35,3.6,-,4.5,-,-,-,-,-
"장애여부별",해당사항없음,-,-,-,-,-,-,-,-,-,-,-,4906,0.7,0,0.3,0.2,0.1,0,0,0.1,0,4726,0.5,0.1,0.9,0.5,0.2,0.1,0.1,0.1,0.1,4253,1,0.1,0.8,0.4,0.1,0.1,0.1,0,0,0.1,3435,1.7,0.2,1.2,0.5,0.3,0,0.1,3853,1.3,0.9,0.8,0.8,0.1,0.1,0.1,0.1
"근무 형태",전일제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1720,1.7,0.7,1.2,0.8,0.1,0.1,-,0.1
"근무 형태",교대제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,3.4,-,-,-,-,-,1.3,-
"근무 형태",시간 선택제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,1.1,-,-,-,-,-,-,-
"근무 형태",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,1.8,0.4,1.6,1.1,-,-,-,-
"유연 근무제 여부",시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,1.8,0.5,1.8,1.8,0.2,-,-,-
"유연 근무제 여부",미시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1233,2.3,0.7,0.4,0.8,0.1,0.1,0.1,0.1
"유연 근무제 여부",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1088,1.2,0.4,1.8,0.4,-,-,-,-
