"연령별",60대,518,4.8,0.9,0.3,0.6,1.2,0,0,687,5.8,1.4,0.9,0.2,1.4,0.1,0.1,643,3.1,1,0.2,0.3,0.8,-,-,538,3.3,0.8,0.2,-,0.4,0.3,454,3.2,0.5,0.5,0.2,0.3,0.1,0.2,687,1.9,0.6,0.6,0.3,0.2,0.2
"연령별",70세이상,356,7.7,1.8,0.9,0.5,0.2,0,0,483,7.5,4.7,0.2,0,2,0.5,0.2,516,2.7,2.4,1.9,0.5,2,0.1,0.1,326,4.7,1.2,0.8,0.5,0.5,-,281,2,3.2,-,0.2,-,-,0.8,445,1.7,0.8,0.4,0.2,0.4,-
"학력별",초졸 이하,346,9.9,1.8,1.9,0,0.3,0.7,0,294,8.2,5.2,0.2,0.3,2.3,-,-,437,3.7,1.9,1.5,0.5,0.3,-,0.1,318,4.3,1.8,0.8,0,0.2,0.4,234,2.8,3.1,-,-,-,-,-,297,2.1,0.4,0.6,-,0.7,-
"학력별",중졸,538,5.6,1.3,0,0.5,0.2,0.2,0,603,6.2,3.2,0.5,0.5,0.8,0.4,-,502,3.9,0.8,0.8,0.4,0.5,0.2,0.2,411,2.5,0.7,2.1,0.5,0.5,0,325,2.6,0.6,0.3,-,0.2,-,-,382,1.1,1,1.1,1.1,0.2,-
"학력별",고졸,1834,2.3,0.6,0.1,0.6,0.3,0.1,0.1,2125,2.6,1,0.5,0.7,0.5,0.1,0.1,1921,1.9,1.5,0.4,0.2,0.8,-,0.4,1695,1.9,0.8,0.2,0.1,0.1,0.3,1308,2.5,1,0.3,0.1,0,0.3,0.2,1479,0.8,0.7,0.4,0.1,0.2,-
"학력별",대졸이상,1903,1.6,0.7,0.2,0.9,0.1,0.1,0.1,1991,1.6,0.8,0.4,0.6,0.1,0.1,0,1951,0.9,1.2,0.2,0.7,0.2,0.5,-,1977,1.5,1,0.2,0.6,0.1,0.4,1673,1.7,0.8,0.4,0.4,0.2,0.5,0,1768,1.1,0.9,0.6,0.5,0.2,0.3
"동거가구원수별",1인,385,6,0.1,0.8,1.2,0.3,0.2,0,1040,4.6,0.9,0.2,0.5,0.5,0.1,-,814,2.2,1.7,0.9,0.4,0.3,0.2,0.1,732,4,0.8,0.8,0.1,0.2,-,645,2,0.8,0.4,-,0.1,0.3,-,666,0.7,0.5,0.4,-,-,0.2
"동거가구원수별",2인,918,5.2,1.5,0.3,0.6,0.7,0.2,0,947,6.9,2.8,0.6,0.4,1.9,-,0.1,1287,2.1,1.3,0.1,0.7,0.7,0.1,0.1,1047,3,0.8,0.2,0.2,0.3,0.3,882,2.7,1.1,0.4,0.2,0.5,0.1,0.4,1153,1.5,0.9,0.4,0.1,0.3,0.1
"동거가구원수별",3인이상,3318,2.3,0.7,0.2,0.7,0.1,0.1,0.1,3026,1.8,1.1,0.4,0.7,0.2,0.1,0,2710,1.6,1.2,0.5,0.4,0.4,0.3,0.2,2622,1.4,1,0.5,0.4,0.1,0.4,2013,1.9,1,0.2,0.3,-,0.5,-,2107,0.9,0.8,0.6,0.5,0.2,0.2
"혼인상태별",미혼,1328,3,0.9,0.5,1.3,0.1,0.3,0.2,1395,2.3,1,0.7,1.3,0.2,0,-,1366,1.7,0.6,0.3,0.5,0.2,0.2,0.4,1478,1.5,1.3,0.7,0.5,0,0.2,1201,2,0.8,0.3,0.1,-,0.4,-,1084,1,0.9,0.6,0.5,-,0.1
"혼인상태별",기혼,3015,2.6,0.7,0.1,0.5,0.3,0.1,0.1,2982,2.7,1.5,0.3,0.4,0.5,0.1,0.1,2918,1.7,1.4,0.3,0.4,0.5,0.3,0,2491,1.9,0.7,0.2,0.3,0.2,0.4,1997,2.2,1,0.3,0.3,0.2,0.3,0.1,2445,1.1,0.8,0.6,0.3,0.3,0.2
"혼인상태별",사별/이혼/기타,278,5.6,0.6,1.4,0.1,0.3,0,0,636,5.7,0.8,0.5,0.2,0.9,0.7,-,527,3.2,2.8,2.3,0.4,1,0.2,0.4,432,4.3,1.3,1.2,0.7,0.2,0,342,2.2,1.7,0.1,-,0.5,0.3,-,397,0.6,0.7,0.5,-,-,-
"가구주여부별",가구주,2106,1.4,0.6,0.2,0.4,0.1,0,0,2654,2.6,1.1,0.2,0.4,0.4,0.1,0,3138,1.8,1.1,0.3,0.5,0.3,0.1,0.1,2186,2.1,0.6,0.2,0.4,0,0.3,1804,2.1,0.6,0.1,0.3,0.2,0.1,-,2015,0.7,0.3,0.2,0.4,0.1,0.1
"가구주여부별",가구주 아님,2515,3.8,0.9,0.3,0.9,0.3,0.2,0.2,2359,3,1.5,0.6,0.9,0.5,0.1,0,1673,1.8,1.5,0.7,0.3,0.7,0.4,0.3,2215,1.8,1.2,0.6,0.4,0.3,0.3,1736,2.1,1.4,0.5,0.1,0.1,0.6,0.2,1911,1.3,1.2,0.9,0.3,0.2,0.2
"종사자지위별",상용근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1463,0.7,0.4,0.4,0.6,0.2,0.2,0.1,1434,1.3,0.7,0.1,0.3,0.1,0.4,1232,1.9,0.2,0.3,0.2,0.1,0.2,-,1325,1.2,0.5,0.1,0.6,0.3,0.2
"종사자지위별",임시근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,2.4,0.9,1.2,-,-,-,-,188,0.4,-,0.6,-,0.6,1,202,1.8,3,-,0.4,0.7,0.5,-,235,2.5,0.7,-,1.2,-,0.2
"종사자지위별",일용근로자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,2.5,0.7,-,-,1.3,-,7.1,48,4.3,-,-,-,-,-,66,3.6,-,-,-,-,-,-,77,0.7,-,3,-,-,-
"종사자지위별",고용원이 있는 자영업자,169,1.9,0.3,0,0.2,1.1,0,0,144,0.7,4.1,-,0.5,-,0.6,-,198,2.5,-,-,1.4,0.2,-,-,233,0.6,0.1,-,1.7,-,-,165,1.6,0.8,0.5,-,-,-,-,158,0.4,1.8,-,-,-,-
"종사자지위별",고용원이 없는 자영업자,578,2.2,0.8,0,0.7,0,0,0.2,748,2.6,0.8,0.3,0.2,0.4,-,-,939,2.2,2,0.2,0.4,0.4,0.4,0.1,729,2.5,0.5,0.1,0.3,0.2,-,577,1.7,0.9,-,-,-,0.1,-,653,0.6,0.6,0.6,0.1,0.1,0.4
"종사자지위별",무급가족종사자,86,3.7,0,0.9,0,2.9,0,0,58,2.8,-,-,-,2,-,-,109,0.3,3,-,2.1,3.8,-,-,64,6.2,3.7,1.6,-,-,-,56,-,3.4,-,-,-,-,-,64,-,-,-,-,-,-
"종사자지위별",기타종사자,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,2,-,30,8.8,-,-,-,-,-,18,3.3,5.7,-,-,-,1.9,-,28,-,-,14,-,-,-
"종사자지위별",해당없음(무직),1749,4.2,1.4,0.3,0.6,0.2,0.3,0.1,1636,4.9,2.2,0.5,0.8,0.9,0.2,0.1,1772,2.4,1.8,0.7,0.2,0.6,0.2,0,1675,2.2,1.5,0.9,0.3,0.1,0.4,1224,2.6,1.4,0.5,0.4,0.1,0.6,0.2,1386,1,1.2,0.8,0.2,0.2,0.1
"종사자지위별",임금.봉급 근로자,2039,1.8,0.3,0.2,0.8,0.1,0,0.1,2427,1.6,0.7,0.5,0.7,0.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"가구소득별",100만원 미만,202,7.4,1.5,0.7,0.2,1.8,0,0,282,11.6,0.7,-,0.3,0.3,-,-,382,2.2,2.3,1.2,0.2,0.1,-,0.2,290,3.9,0.4,0.2,0.2,0.3,-,222,1.5,1.4,0.2,-,0.4,-,-,323,0.8,0.1,-,-,0.3,-
"가구소득별",100~200만원,348,4.8,1.9,0.4,0.7,0.7,0,0,417,4.5,3.7,0.5,0.1,3.1,0.1,-,424,1.5,1.8,-,0.3,0.7,-,-,299,4.4,1.1,0.5,-,0.8,0.7,265,3,1.7,-,0.2,-,0.9,1,288,2.1,0.4,0.6,0.5,-,0.4
"가구소득별",200~300만원,633,5,1.4,0.3,0.8,0.1,0.3,0,812,4.1,2,0.3,0.5,0.6,-,0.1,729,1.8,1,0.1,0.3,0.1,-,-,581,2.7,0.1,0.4,-,-,-,462,2.1,1.7,0.2,-,0.2,-,-,494,1.8,0.3,0.4,0.6,0.3,-
"가구소득별",300~400만원,1023,2,0.5,0.2,0.2,0.1,0.1,0.1,1066,2.3,1,0.3,0.4,0.3,0.1,-,973,2.4,1,0.3,0.2,0.6,0.2,0.1,806,1.3,1.6,0.8,0.4,-,0.3,628,2.5,0.5,0.1,-,0.1,0.4,-,686,0.6,0.9,0.2,0.5,-,-
"가구소득별",400~500만원,1091,3,0.4,0.2,0.6,0.2,0.1,0,1117,2.2,1.5,0.4,1,0.4,0.1,-,845,2.9,1.4,0.3,0.6,0.9,0.3,-,817,1.9,1.1,0.5,0.1,0.2,0.2,602,2,0.7,0.6,0.4,-,0.4,-,719,1.1,1.1,0.4,0.3,0.2,0.1
"가구소득별",500~600만원,714,1.5,0.7,0.2,0.5,0.3,0.3,0,718,2,0.6,-,0.5,0.2,-,0.2,738,1.3,0.6,0.4,0.8,0.2,-,0.1,681,1.4,0.5,0.6,0.5,0.3,0.1,579,2,0.7,0.5,0.5,-,0.7,0.1,613,0.8,1.1,0.4,0.4,0.6,0.3
"가구소득별",600만원 이상,610,2.2,1,0.3,1.6,0.1,0,0.5,601,2,1,1.2,1,0.1,0.4,-,720,0.7,1.9,1,0.4,0.4,0.7,0.7,927,1.5,1.1,0.1,0.6,0.1,0.6,782,2,1.2,0.3,0.2,0.3,0.1,-,803,1,0.7,1.2,0.2,-,0.2
"지역규모별",대도시,2205,2.5,0.7,0.2,0.8,0,0.1,0.1,2315,2.5,1,0.2,0.4,0.3,0.2,0.1,1959,1.8,1,0.8,0.4,0.5,0.2,0,1990,1.2,0.8,0.2,0.3,0.1,0.3,1629,2.1,0.9,0.5,0.3,0.2,0.5,-,1930,0.7,0.6,0.6,0.4,0.1,0.1
"지역규모별",중소도시,1556,2.6,0.7,0.4,0.5,0.3,0.2,0.2,1717,2.8,1.6,0.7,1.1,0.3,0.1,-,1640,1.5,1.1,0.2,0.4,0.3,0.3,0.4,1645,2.1,0.7,0.7,0.6,0.1,0.3,1260,2.2,1.1,-,0.2,-,0.3,0.2,1171,0.8,1.2,0.6,0.5,0.3,0.2
"지역규모별",읍면지역,860,4.1,1.2,0.1,0.5,0.7,0,0,981,3.8,1.8,0.2,0.1,1.3,0,0.1,1212,2.2,2.2,0.4,0.6,0.6,0.4,0,766,3.5,1.9,0.6,-,0.3,0.4,651,2,1.2,0.4,-,0.1,0.1,-,825,2.4,0.5,0.4,-,0.3,0.2
"권역별",수도권,1812,2.8,0.7,0.2,0.6,0.1,0.1,0.1,1777,3.3,1.6,0.5,0.7,0.4,0.1,0,1575,1.8,1.5,0.5,0.6,0.5,0.1,0.3,1946,2,0.6,0.3,0.3,0,0.5,1064,2.4,0.7,0.3,0.3,0.1,0.4,0.1,1268,0.6,0.6,0.8,0.5,0.1,0.2
"권역별",강원/제주권,329,5.4,0.8,0.6,1.4,0.3,0.3,0,374,3.2,1.9,1,0.7,-,0.5,-,372,1.1,0.5,-,-,-,0.3,-,143,2.4,-,-,-,-,0.8,357,1.2,0.5,-,-,-,0.4,-,342,-,1.1,-,0.2,-,-
"권역별",충청/세종권,857,2.6,0.9,0,0.6,0.5,0,0,883,4.4,1.6,0.7,1,2,0.2,-,800,2.4,1.7,0.4,0.7,0.8,-,0.2,378,3.4,1.5,0.4,0.9,0.7,0.3,408,0.9,1.4,0.2,-,-,0.6,-,515,3.3,1.3,0.4,0.3,-,0.2
"권역별",호남권,324,8.3,2,2.5,2.6,0.3,0,0.4,277,4.6,2.2,-,0.7,1.1,0.3,0.2,614,2,1.3,0.5,0.5,1,0.3,0.1,404,1,0.3,0.7,0.5,0.4,-,506,2.4,1.2,1.2,0.2,0.4,0.9,0.2,449,1.4,0.6,0.2,0.8,0.9,0.2
"권역별",대경권,550,0.5,0.5,0,0,0,0.1,0,581,1.6,0.6,0.3,0.4,0.2,-,0.2,430,2.3,1.1,0.5,-,-,0.3,-,570,1.5,1.6,0.6,0.5,0.2,-,523,2.3,1.7,0.2,0.3,-,-,-,516,0.4,0.8,0.3,0.2,0.2,0.2
"권역별",동남권,749,1.9,0.8,0,0.5,0.5,0.3,0.2,1121,0.8,0.4,-,0.6,-,0,-,1020,1.4,0.8,0.5,0.1,0.2,0.7,-,960,1.7,1.4,0.5,0.1,0.1,0.2,682,1.8,1.3,-,0.2,0.1,-,-,836,2,1.2,0.4,0.1,0.2,-
"17개 시도별",서울,720,2.6,0.8,0,1,0,0,0.1,695,3.7,1,0.3,0.4,-,0.2,0.1,609,1.9,1.1,1,0.6,1.1,-,0.1,691,1.2,0.5,0.4,-,-,0.5,355,3.5,0.8,0.9,-,0.3,0.6,-,551,-,0.5,0.8,0.3,-,0.2
"17개 시도별",부산,303,0.9,0.7,0,0.3,0,0.7,0.5,516,0.5,-,-,0.4,-,0.1,-,411,0.6,0.4,0.4,-,-,0.2,-,467,0.9,1.5,-,0.1,0.3,-,310,1.4,1.1,-,0.3,0.2,-,-,319,1.8,1.2,0.3,-,-,0.1
"17개 시도별",대구,273,0.2,0.4,0,0,0,0,0,298,1,0.6,-,-,-,-,-,218,1.9,0.7,1,-,-,0.5,-,274,0.5,0.8,-,0.7,-,-,283,2.5,-,0.4,0.5,-,-,-,254,0.3,-,0.4,0.5,0.4,0.3
"17개 시도별",인천,411,3.8,0.6,0.6,0.4,0,0,0,334,3.1,2.7,0.3,0.2,2.2,0.1,-,285,2.7,1.6,0.4,0.3,0.3,0.2,-,276,0.8,0.7,-,0.5,0.2,-,216,-,1.3,-,1.1,0.4,0.9,-,287,1.4,0.6,0.5,1.2,0.4,-
"17개 시도별",광주,115,5.8,0.3,2.1,5.6,-,-,-,91,2.5,-,-,0.4,0.8,1.1,0.7,125,1.3,3.2,-,-,-,-,-,114,1.1,-,0.4,-,-,-,186,1.9,1.6,1.3,-,0.5,1.5,-,135,0.5,0.4,0.8,-,0.6,-
"17개 시도별",대전,260,2.2,0.6,-,1.1,0.3,-,-,261,3.3,1.6,0.7,0.4,0.5,0.6,-,238,2.7,0.9,-,1.5,-,-,-,89,2.9,-,-,2.5,1,-,115,0.8,0.4,0.4,-,-,-,-,178,1.3,1,-,0.7,-,-
"17개 시도별",울산,152,3.5,1.1,0,0,0,0,0,206,0.8,0.5,-,2.2,-,-,-,192,0.9,1.2,1.4,-,0.2,0.8,-,117,3.3,1.8,-,-,-,0.8,158,0.5,1.2,-,0.5,-,-,-,232,2.4,0.9,0.6,0.5,-,-
"17개 시도별",세종,63,1,0,0,0,0,0,0,91,5.2,1.4,0.4,0.6,-,-,-,109,0.8,1.9,0.8,-,-,-,-,21,5.1,-,-,-,-,5.9,43,2.5,-,1.9,-,-,-,-,71,3.9,-,-,1,-,-
"17개 시도별",경기,681,2.7,0.7,0.2,0.4,0.3,0.2,0.2,748,3,1.8,0.7,0.9,0.3,-,-,681,1.5,1.7,0.1,0.7,0.1,0.2,0.5,979,2.9,0.7,0.4,0.5,-,0.6,493,2.3,0.5,-,0.2,-,0.2,0.2,430,0.9,0.6,0.9,0.4,0.2,0.2
"17개 시도별",강원,166,5.9,0,0.8,1.6,0,0.5,0,200,3.2,1.8,-,0.5,-,0.6,-,267,1.1,0.7,-,-,-,0.4,-,93,2.2,-,-,-,-,-,144,2.1,0.5,-,-,-,0.8,-,222,-,1.1,-,-,-,-
"17개 시도별",충북,238,2.8,0.6,0,0.4,0.6,0,0,274,4.3,1.4,0.2,1.6,3.3,-,-,288,1.6,3.2,-,0.7,0.6,-,-,126,3.2,3.7,0.3,0.9,0.9,-,109,2.1,2.7,-,-,-,2.3,-,175,1.7,1.8,1,-,-,0.5
"17개 시도별",충남,296,2.9,1.4,0,0.4,0.6,0,0,257,5.3,1.9,1.2,1,2.3,-,-,165,3.5,0.5,1.4,-,2.3,-,0.6,142,3.6,0.7,0.7,-,0.4,-,141,-,1.3,-,-,-,-,-,91,8.5,1.1,-,-,-,-
"17개 시도별",전북,130,12,1.7,1.3,2.1,0.7,0,1.1,99,3,4.8,-,-,1.1,-,-,264,1.8,0.4,-,1.1,1.7,-,0.2,139,1.5,-,0.6,1.4,1.1,-,154,3,1.3,0.7,-,0.7,0.7,-,97,3.8,1.9,-,2.7,2.8,1.1
"17개 시도별",전남,79,5.9,4.2,4.6,0,0,0,0,87,8.4,1.2,-,1.9,1.3,-,-,225,2.6,1.4,1.4,-,0.6,0.7,-,151,0.5,1,1.2,-,-,-,166,2.3,0.6,1.6,0.5,-,0.5,0.7,217,0.9,0.3,-,0.4,0.4,-
"17개 시도별",경북,277,0.8,0.6,0,0,0,0.1,0,283,2.1,0.6,0.6,0.8,0.4,-,0.3,212,2.8,1.5,-,-,-,-,-,296,2.5,2.3,1.2,0.3,0.3,-,240,2.2,3.6,-,-,-,-,-,262,0.5,1.6,0.3,-,-,0.2
"17개 시도별",경남,294,2.5,0.8,0,0.9,1.1,0,0,399,1.3,1,-,0.3,-,-,-,417,2.2,1.2,0.2,0.2,0.4,1.1,-,376,2.2,1.2,1.3,-,-,0.4,214,3,1.5,-,-,-,-,-,285,1.9,1.3,0.4,-,0.6,-
"17개 시도별",제주,163,4.6,2.2,0.3,1.1,0.9,0,0,174,3.2,2.1,2.8,1.1,-,0.3,-,105,1.2,-,-,-,-,-,-,50,2.7,-,-,-,-,2.2,213,0.3,0.5,-,-,-,-,-,120,-,0.9,-,0.6,-,-
"장애여부별",장애등록,-,-,-,-,-,-,-,-,54,2.1,1,-,-,-,4.7,-,65,2.3,2.7,-,-,-,-,-,77,3.7,-,-,-,-,-,53,-,0.8,-,-,-,-,-,38,-,3,7.6,2.6,-,-
"장애여부별",미등록,-,-,-,-,-,-,-,-,53,5.1,2.1,-,5.7,5.5,-,-,20,-,7.5,-,-,-,-,-,71,-,-,-,-,-,-,52,-,-,-,-,-,1.2,-,35,-,-,-,-,-,-
"장애여부별",해당사항없음,-,-,-,-,-,-,-,-,4906,2.8,1.3,0.4,0.6,0.4,0.1,0,4726,1.8,1.3,0.5,0.4,0.5,0.2,0.2,4253,1.9,1,0.4,0.4,0.2,0.3,3435,2.2,1,0.3,0.2,0.1,0.3,0.1,3853,1.1,0.8,0.5,0.3,0.2,0.2
"근무 형태",전일제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1720,1,0.6,0.2,0.5,0.2,0.1
"근무 형태",교대제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,2.1,-,0.6,0.7,-,0.3
"근무 형태",시간 선택제,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,2.7,0.2,2.3,-,-,0.2
"근무 형태",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,527,0.4,0.7,0.5,0.1,0.1,0.5
"유연 근무제 여부",시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,2.1,0.1,-,1.3,-,-
"유연 근무제 여부",미시행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1233,0.9,0.5,0.3,0.2,0.3,0.2
"유연 근무제 여부",해당 없음,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1088,1,0.8,0.7,0.5,0.1,0.2
