RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,TIME_SUFNCY_SATSFC_DGREE_VALUE,INFRA_ND_FCLTY_SATSFC_DGREE_VALUE,ECNM_MRGN_SATSFC_DGREE_VALUE,INFO_SUFNCY_SATSFC_DGREE_VALUE,LSR_LVLH_WHOLE_SATSFC_DGREE_VALUE
53362633,202305,M,60대,전라남도,300만원 미만,보통이다,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,불만족하는 편이다
53366704,202305,F,60대,전라남도,300만원 미만,보통이다,매우 그렇다,그런 편이다,그런 편이다,만족하는 편이다
53329903,202305,M,60대,전라남도,300만원 미만,그런 편이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53346989,202305,M,60대,전라남도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53345401,202305,F,60대,전라남도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53338344,202305,M,60대,전라북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,만족하는 편이다
53351784,202305,M,60대,전라북도,300만원 미만,보통이다,그런 편이다,그렇지 않은 편이다,보통이다,보통이다
53334485,202305,F,60대,전라북도,300만원 미만,보통이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53328841,202305,M,60대,전라북도,300만원 미만,그렇지 않은 편이다,그런 편이다,보통이다,그렇지 않은 편이다,불만족하는 편이다
53340207,202305,M,50대,전라북도,300만원 미만,그런 편이다,그런 편이다,그렇지 않은 편이다,보통이다,만족하는 편이다
53348852,202305,M,60대,전라북도,300만원 미만,보통이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53353233,202305,M,50대,전라북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,전혀 그렇지 않다,보통이다
53350346,202305,F,50대,전라북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,만족하는 편이다
53355576,202305,M,50대,전라북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53365207,202305,F,50대,전라북도,300만원 미만,그런 편이다,그런 편이다,그렇지 않은 편이다,그런 편이다,보통이다
53354524,202305,F,40대,전라북도,300만원 미만,보통이다,그렇지 않은 편이다,그런 편이다,그렇지 않은 편이다,보통이다
53347202,202305,M,40대,전라북도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53343027,202305,M,40대,전라북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53350001,202305,F,40대,전라북도,300만원 미만,보통이다,그렇지 않은 편이다,보통이다,그런 편이다,보통이다
53337855,202305,M,40대,전라북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53362354,202305,F,40대,전라북도,300만원 미만,그런 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,만족하는 편이다
53360869,202305,M,30대,전라북도,300만원 미만,그런 편이다,그런 편이다,그렇지 않은 편이다,그런 편이다,매우 만족한다
53345787,202305,M,40대,전라북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53372658,202305,F,30대,전라북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53369473,202305,M,30대,전라북도,300만원 미만,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,매우 불만족한다
53355600,202305,F,30대,전라북도,300만원 미만,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,전혀 그렇지 않다,만족하는 편이다
53343511,202305,M,30대,전라북도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,보통이다
53359026,202305,F,30대,전라북도,300만원 미만,전혀 그렇지 않다,보통이다,전혀 그렇지 않다,보통이다,불만족하는 편이다
53356788,202305,F,30대,제주특별자치도,300만원 미만,보통이다,그렇지 않은 편이다,보통이다,보통이다,보통이다
53330526,202305,F,30대,제주특별자치도,300만원 미만,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,그런 편이다,보통이다
53344004,202305,M,30대,제주특별자치도,300만원 미만,전혀 그렇지 않다,그런 편이다,전혀 그렇지 않다,그렇지 않은 편이다,불만족하는 편이다
53364411,202305,F,20대,전라북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,보통이다
53334338,202305,F,20대,전라북도,300만원 미만,그런 편이다,보통이다,보통이다,보통이다,보통이다
53342328,202305,M,40대,제주특별자치도,300만원 미만,보통이다,그런 편이다,보통이다,그런 편이다,보통이다
53343016,202305,M,40대,제주특별자치도,300만원 미만,그런 편이다,그런 편이다,그렇지 않은 편이다,그런 편이다,만족하는 편이다
53366246,202305,M,60대,제주특별자치도,300만원 미만,그런 편이다,보통이다,그렇지 않은 편이다,그런 편이다,보통이다
53344322,202305,M,60대,제주특별자치도,300만원 미만,그런 편이다,그런 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53376485,202305,F,60대,충청남도,300만원 미만,그런 편이다,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,만족하는 편이다
53376923,202305,M,60대,충청남도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53350638,202305,F,60대,충청남도,300만원 미만,보통이다,보통이다,보통이다,그런 편이다,보통이다
53337742,202305,F,50대,충청남도,300만원 미만,그런 편이다,그런 편이다,보통이다,보통이다,보통이다
53362387,202305,M,50대,충청남도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53333480,202305,M,50대,충청남도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,보통이다
53336169,202305,M,40대,충청남도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,보통이다
53348219,202305,F,40대,충청남도,300만원 미만,매우 그렇다,그렇지 않은 편이다,보통이다,그런 편이다,매우 불만족한다
53330320,202305,F,40대,충청남도,300만원 미만,전혀 그렇지 않다,매우 그렇다,그렇지 않은 편이다,그런 편이다,보통이다
53332058,202305,M,30대,충청남도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53367529,202305,F,40대,충청남도,300만원 미만,보통이다,보통이다,그런 편이다,그런 편이다,만족하는 편이다
53345415,202305,M,40대,충청남도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,보통이다,보통이다
53330451,202305,F,30대,충청남도,300만원 미만,그렇지 않은 편이다,그런 편이다,보통이다,그런 편이다,만족하는 편이다
53326663,202305,M,20대,충청남도,300만원 미만,그런 편이다,그렇지 않은 편이다,그런 편이다,보통이다,만족하는 편이다
53365396,202305,F,20대,충청남도,300만원 미만,그런 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그런 편이다,만족하는 편이다
53352485,202305,M,20대,충청남도,300만원 미만,보통이다,그렇지 않은 편이다,보통이다,보통이다,만족하는 편이다
53345973,202305,M,20대,충청남도,300만원 미만,보통이다,보통이다,보통이다,그런 편이다,만족하는 편이다
53350765,202305,F,20대,충청남도,300만원 미만,보통이다,그런 편이다,보통이다,보통이다,불만족하는 편이다
53342343,202305,M,20대,충청남도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,보통이다
53374243,202305,M,20대,충청남도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53347805,202305,M,20대,충청남도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그런 편이다,보통이다
53356682,202305,F,20대,충청남도,300만원 미만,그런 편이다,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,만족하는 편이다
53366698,202305,M,30대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,만족하는 편이다
53348225,202305,M,20대,충청남도,300만원 미만,그런 편이다,그런 편이다,보통이다,그런 편이다,만족하는 편이다
53346979,202305,F,30대,충청남도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53333341,202305,M,20대,충청북도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다,불만족하는 편이다
53340202,202305,M,20대,충청북도,300만원 미만,그런 편이다,그런 편이다,보통이다,그런 편이다,보통이다
53337324,202305,M,20대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,만족하는 편이다
53351333,202305,F,20대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,만족하는 편이다
53367075,202305,F,20대,충청북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,그런 편이다,불만족하는 편이다
53347502,202305,M,20대,충청북도,300만원 미만,그렇지 않은 편이다,전혀 그렇지 않다,그렇지 않은 편이다,그렇지 않은 편이다,불만족하는 편이다
53374288,202305,M,20대,충청북도,300만원 미만,그런 편이다,매우 그렇다,보통이다,그런 편이다,불만족하는 편이다
53359597,202305,M,30대,충청북도,300만원 미만,그런 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,보통이다
53330175,202305,F,30대,충청북도,300만원 미만,보통이다,그런 편이다,그렇지 않은 편이다,보통이다,보통이다
53371732,202305,F,30대,충청북도,300만원 미만,그런 편이다,보통이다,그런 편이다,그런 편이다,보통이다
53352010,202305,F,30대,충청북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,불만족하는 편이다
53328480,202305,F,30대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53329914,202305,F,40대,충청북도,300만원 미만,보통이다,그런 편이다,보통이다,보통이다,보통이다
53360674,202305,F,40대,충청북도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53350036,202305,F,40대,충청북도,300만원 미만,전혀 그렇지 않다,보통이다,전혀 그렇지 않다,보통이다,보통이다
53339705,202305,F,40대,충청북도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53346099,202305,F,40대,충청북도,300만원 미만,그런 편이다,보통이다,그렇지 않은 편이다,보통이다,만족하는 편이다
53329624,202305,F,50대,충청북도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53368694,202305,M,50대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53358061,202305,F,40대,충청북도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53371242,202305,M,40대,충청북도,300만원 미만,그렇지 않은 편이다,그런 편이다,전혀 그렇지 않다,보통이다,불만족하는 편이다
53360682,202305,F,50대,충청북도,300만원 미만,보통이다,보통이다,그런 편이다,그런 편이다,보통이다
53366536,202305,F,50대,충청북도,300만원 미만,보통이다,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다
53353954,202305,M,50대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53332722,202305,F,60대,충청북도,300만원 미만,그런 편이다,보통이다,보통이다,보통이다,보통이다
53332735,202305,M,60대,충청북도,300만원 미만,그런 편이다,보통이다,보통이다,그런 편이다,만족하는 편이다
53329364,202305,F,50대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53374332,202305,F,60대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,만족하는 편이다
53345386,202305,M,60대,충청북도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53362710,202305,F,60대,충청북도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,그런 편이다,불만족하는 편이다
53354577,202305,F,60대,충청북도,300만원 미만,그런 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,보통이다
53348345,202305,M,60대,충청북도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,보통이다,매우 만족한다
53350096,202305,M,60대,충청북도,300만원 미만,그런 편이다,그런 편이다,보통이다,그런 편이다,만족하는 편이다
53366251,202305,M,60대,충청북도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53331966,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53327055,202305,F,60대,경기도,300만원 미만,그렇지 않은 편이다,그런 편이다,보통이다,매우 그렇다,만족하는 편이다
53330612,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53368213,202305,M,60대,경기도,300만원 미만,보통이다,그런 편이다,그런 편이다,보통이다,보통이다
53352169,202305,M,60대,경기도,300만원 미만,매우 그렇다,보통이다,그렇지 않은 편이다,그런 편이다,만족하는 편이다
53330670,202305,F,60대,경기도,300만원 미만,보통이다,그런 편이다,그렇지 않은 편이다,그런 편이다,만족하는 편이다
53332663,202305,M,60대,경기도,300만원 미만,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다,불만족하는 편이다
53335340,202305,M,60대,경기도,300만원 미만,그런 편이다,보통이다,보통이다,그런 편이다,불만족하는 편이다
53361267,202305,F,60대,경기도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,불만족하는 편이다
53334790,202305,F,60대,경기도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,보통이다
53350470,202305,F,60대,경기도,300만원 미만,보통이다,그런 편이다,보통이다,그런 편이다,보통이다
53376515,202305,F,60대,경기도,300만원 미만,그렇지 않은 편이다,그런 편이다,그렇지 않은 편이다,보통이다,보통이다
53361806,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53377230,202305,F,60대,경기도,300만원 미만,보통이다,그런 편이다,그렇지 않은 편이다,보통이다,보통이다
53348883,202305,M,60대,경기도,300만원 미만,그런 편이다,그렇지 않은 편이다,보통이다,보통이다,보통이다
53353205,202305,M,60대,경기도,300만원 미만,그런 편이다,보통이다,그런 편이다,그런 편이다,보통이다
53336497,202305,F,60대,경기도,300만원 미만,그렇지 않은 편이다,그런 편이다,전혀 그렇지 않다,그렇지 않은 편이다,불만족하는 편이다
53336824,202305,F,60대,경기도,300만원 미만,그렇지 않은 편이다,그런 편이다,보통이다,매우 그렇다,보통이다
53374185,202305,F,60대,경기도,300만원 미만,그런 편이다,그렇지 않은 편이다,그렇지 않은 편이다,그런 편이다,만족하는 편이다
53370921,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53376207,202305,M,60대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53358803,202305,M,60대,경기도,300만원 미만,그런 편이다,보통이다,그런 편이다,그런 편이다,만족하는 편이다
53357641,202305,F,60대,경기도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53346544,202305,M,60대,경기도,300만원 미만,보통이다,그런 편이다,보통이다,그런 편이다,만족하는 편이다
53350282,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53347902,202305,M,60대,경기도,300만원 미만,그런 편이다,보통이다,보통이다,보통이다,보통이다
53367067,202305,M,60대,경기도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53336209,202305,F,60대,경기도,300만원 미만,그런 편이다,그런 편이다,보통이다,그런 편이다,보통이다
53331466,202305,M,60대,경기도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,보통이다
53375909,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
53344823,202305,F,60대,경기도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다,불만족하는 편이다
53330787,202305,M,60대,경기도,300만원 미만,그런 편이다,그런 편이다,보통이다,그런 편이다,만족하는 편이다
53327919,202305,F,50대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53335944,202305,F,60대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53336815,202305,M,60대,경기도,300만원 미만,그런 편이다,그런 편이다,그렇지 않은 편이다,그런 편이다,보통이다
53358841,202305,F,60대,경기도,300만원 미만,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53358735,202305,M,60대,경기도,300만원 미만,그런 편이다,그렇지 않은 편이다,보통이다,보통이다,보통이다
53347521,202305,F,60대,경기도,300만원 미만,그런 편이다,그런 편이다,그런 편이다,그런 편이다,만족하는 편이다
53336287,202305,F,50대,경기도,300만원 미만,보통이다,보통이다,보통이다,그렇지 않은 편이다,보통이다
53336434,202305,F,50대,경기도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,보통이다,불만족하는 편이다
53347246,202305,M,50대,경기도,300만원 미만,그렇지 않은 편이다,보통이다,그렇지 않은 편이다,그렇지 않은 편이다,보통이다
53365483,202305,F,50대,경기도,300만원 미만,보통이다,그런 편이다,그렇지 않은 편이다,보통이다,보통이다
53354488,202305,F,50대,경기도,300만원 미만,보통이다,보통이다,보통이다,보통이다,보통이다
53357866,202305,F,50대,경기도,300만원 미만,보통이다,보통이다,그렇지 않은 편이다,보통이다,보통이다
